Title,Schedule,Description,Location,Phone,Email,Website
DIAS Domestic Violence Centre,"The DIAS Drop In Centre is open Monday, Tuesday and Thursday between 8am-3pm.","DIAS Drop In Centre is open on Monday, Tuesday and Thursday between 8am - 3pm. DIAS works with women and men who are experiencing or recovering from domestic violence and abusive relationships, and helps them to regain control of the situation. We are dedicated to…","38 Rodney House, King Street, Wigan, WN1 1BT",N/A,N/A,N/A
Domestic Abuse,N/A,"If you are experiencing domestic abuse from a partner, ex-partner or family member, you can get free and confidential help. Please select the link below for further information, advice and people/services you can contact.",N/A,N/A,N/A,N/A
Eating Disorder Service for Young People,N/A,"Our Young People's Community Eating Disorder Service provides assessment, treatment and support for young people with eating disorders and their families.Our service aims to promote the early detection and treatment of eating disorders through a combination of one-to-one support and family therapy, along with support…",N/A,N/A,N/A,N/A
Every Mind Matters,N/A,"There are little things we can all do to help look after our mental health. Having good mental health helps us relax more, achieve more and enjoy our lives more. We have expert advice and practical tips to help you look after your mental health…",N/A,N/A,N/A,N/A
Greater Manchester Mental Health NHS Foundation Trust - Urgent Response Team,N/A,"Our Mental Health Urgent Response Team provides specialist assessment, advice and signposting for adults with moderate, severe and enduring symptoms of mental illness such as severe depression and anxiety, as well as conditions like schizophrenia and bipolar disorder.    Our team is available 24 hours a…",0800 051 3253,N/A,N/A,N/A
Grief Encounter,N/A,"We work closely with individuals, families, schools and professionals to offer a way through the anxiety, fear and isolation so often caused by grief. We are an open-access charity, funded by the generosity of our supporters, and here to help alleviate the pain and confusion…",0808 802 0111,N/A,N/A,N/A
Harmless,N/A,Please visit the website below for information and support.,N/A,N/A,N/A,N/A
Healthy Routes,N/A,"The HealthyRoutes Wigan Service offers health improvement services to support people with a range of needs to eat well, stop smoking, become more active, improve their well-being and develop healthier lifestyles. Please visit the website below for further information.",N/A,N/A,N/A,N/A
Kooth Online Counselling Service,Counsellors online Mon-Fri 12pm-10pm; Sat-Sun 6pm-10pm. Every day of the year (inc. Christmas Day). Self-help documents and forums 24/7.,"As we are commissioned by the Greater Manchester Health and Social Care Parnership, Kooth.com is free for young people to use and is self-referral, meaning there is no need to visit a GP to access the service. Completely anonymous, it takes just a few minutes to…",07869 264771,N/A,N/A,N/A
LINC 2,N/A,"Find out about things to do, get information about issues that might affect you, find out about services that are here to support you and discover the latest opportunities for young people in Wigan and Leigh. Things to doFind activities for young people run by…",N/A,N/A,N/A,N/A
Mental Health Foundation - Parenting and mental health,N/A,"Many parents with mental health problems can care for their children in a safe and loving way. But sometimes you might need extra support from family, friends or healthcare professionals to get you through difficult times. There’s no shame in needing extra help as a…",N/A,N/A,N/A,N/A
Mind,N/A,"We provide advice and support to empower anyone experiencing a mental health problem. We campaign to improve services, raise awareness and promote understanding. We won't give up until everyone experiencing a mental health problem gets support and respect. Every year, one in four of us will experience a mental health problem.…",0300 123 3393,N/A,N/A,N/A
The Mix - Essential support for under 25's,N/A,"The Mix is the UK’s leading support service for young people. We are here to help you take on any challenge you’re facing - from mental health to money, from homelessness to finding a job, from break-ups to drugs. Talk to us via our online…",0808 808 4994,N/A,N/A,N/A
Papyrus Supporting your child with self harm and suicidal thoughts,N/A,"We provide confidential support and advice to young people struggling with thoughts of suicide, and anyone worried about a young person through our helpline, HOPELINEUK. We engage communities and volunteers in suicide prevention projects and deliver training programmes to individuals and groups. This includes equipping…",0800 068 41 41,N/A,N/A,N/A
REACH,N/A,"REACH Background In recent years, Greater Manchester has seen a rise in Serious Youth Violence (S.Y.V.) and Child Exploitation. The problems are well described and several initiatives to minimise the risks have developed, often in isolation of the safeguarding systems that concern themselves with the…","The life Centre, Wigan, Wigan, WN1 1NJ",N/A,N/A,N/A
Samaritans of Wigan,N/A,"About Wigan Samaritans Our branch has been providing support to people in our local area and for a number of years. We offer emotional support in person, by telephone, by email and by text and on average each year we help over 22,900 people going…","73 Dicconson Street, WIGAN, LANCASHIRE, WN1 2AT, 116 123 (this number is free to call from any phone)",N/A,N/A,N/A
Shout 85258,N/A,"Shout 85258 is a free, confidential, 24/7 text messaging support service for anyone who is struggling to cope. We launched publicly in May 2019 and we’ve had more than 750000 conversations with people who are anxious, stressed, depressed, suicidal or overwhelmed and who need immediate…",Text SHOUT to 85258,N/A,N/A,N/A
Sibling group leader training,"Wednesday, 13th November 2024. 9.15am - 1.15pm","This training is for: Professionals who would like to run group support for young siblings Purpose of the training: To equip participants with information about how to structure sessions and run suitable activities, giving them the confidence and knowledge needed to set up a sibling…",N/A,N/A,N/A,N/A
Sibs,"Monday to Friday, 9am - 5pm",Sibs exists to support people who grow up with or have grown up with a disabled brother or sister. It is the only UK charity representing the needs of over half a million young siblings and over one and a half million adult siblings. Sibs…,N/A,N/A,N/A,N/A
Silvercloud,N/A,"You can choose to use any of the programmes. They are self-help, confidential and secure. How do they work? Read through content, use tools, videos and activities to help you to feel better All information you enter is anonymous, confidential and secure Access them anytime,…",N/A,N/A,N/A,N/A
St Mary's Centre - Sexual Assault and Rape Counselling,N/A,"If you have been raped or sexually assaulted, we are here to help you. We will help you recover from both the physical and emotional effects of the assault. Please go to their website provided for help and support.",0161 276 6515,N/A,N/A,N/A
Talk First,N/A,"Mediation is a process of helping people who struggle to talk to each other about difficult things. A mediator will be involved and help you to say what you want, listen to each other and decide how to improve the situation in a way that…",01942 243620,N/A,N/A,N/A
Think Wellbeing Wigan,N/A,"Think Wellbeing offers free NHS therapy for people registered with a Wigan GP with common mental health problems like anxiety or low mood, to help you change the way you feel by changing the way you think.   We can help with other problems like panic attacks, phobias and…",01942 264 051,N/A,N/A,N/A
Trust in Counselling & Therapies,Monday to Saturday from 9am to 8pm,"At Trust in Counselling and Therapies, we offer counselling services to children (age 4 and upwards), adults, and couples. We endeavour, as part of your initial assessment, to ensure that you are placed with a suitable therapist that meets your needs (unless you have a…","Inglestan, Brewery Lane, Leigh, Manchester, WN7 2RJ",N/A,N/A,N/A
Wigan Wellbeing & Resilience Services,Monday to Friday 9am to 5pm,Wigan Wellbeing & Resilience has been commissioned by Wigan Council and under the umbrella of Creative Support to provide a borough wide tenancy and wellbeing support service for adults and young people with a wide range of support needs.  The support service is based in…,"Olympic House, Platt Street, Platt Bridge, Wigan, WN2 5DA",N/A,N/A,N/A
Young Minds,N/A,"We’re the UK’s leading charity fighting for children and young people's mental health. We want to see a world where no young person feels alone with their mental health, and all young people get the mental health support they need, when they need it, no…",0808 802 5544,N/A,N/A,N/A
