Title,Schedule,Description,Location,Phone,Email,Website
Amanda McMahon (Ladybugs Childminding),N/A,Lovely home setting with large adventure garden and a family-friendly dog. Term-time early years places and before-and-after-school places for Garrett Hall available.,"Tyldesley, Wigan, Greater Manchester, M29, 07578 578612, 0161 280 2073",N/A,N/A,N/A
Andrea Stanley,N/A,"Hello, my name is Andrea. I am a registered Childminder based in the Shevington area of Wigan. We are a family of four (which includes my 22 year old twins).  I provide a warm, loving and safe environment for every unique child in my care. We…","Shevington, Wigan, Lancs, WN6, 07927662232, 01257433339",N/A,N/A,N/A
Angela Coats - Young at Heart Childminding,N/A,"Young at Heart Childminding was first established in Wigan in 2014, as an Ofsted registered childminder. My name is Angela Coats, I have over 30 years' experience of working in childcare. I am level 4 qualified in childcare and early years. I have up-to-date mandatory…","Abram, Wigan, Greater Manchester, WN2, 01942 865716",N/A,N/A,N/A
Angela Marie Cokayne,N/A,"Ofsted registered Childminder since 2009, Graded 'Good' at last inspection in January 2023. I hold a relevant early education qualification at level 3. My setting operates all year round, from 8:00am to 5:00pm, Tuesday to Friday, except for bank holidays and family holidays. I provide…","Atherton, Manchester, M46, 01942 897884, 07782 337148",N/A,N/A,N/A
Anne Ditchfield,N/A,I have been a registered childminder for over 30 years. I have four grown up children of my own and three grandchildren. Previous to childminding we fostered a range of children. I can offer childcare to a number of children ranging between 6 weeks onwards.…,"Atherton, MANCHESTER, Lancashire, M46, 01942 895724, 07811 359006",N/A,N/A,N/A
Appy Little Plums Ltd,N/A,"Appy Little Plums Ltd Day Nursery is a family run business managed by owner Vicky Halliwell. It opened in January 2015 and operates 4 rooms with associated facilities from a converted community centre in the heart of Westleigh, Lancashire. Children are cared for all on…","The Hall, Alma Street, Leigh, WN7 5JL, 01942 602010",N/A,N/A,N/A
Aspull Pre-School,N/A,"OUTSTANDING in all areas - Ofsted report 16/9/2019 We have a team of 9 staff who are highly experienced, qualified and dedicated. The pre-school is purpose built and has a secure outdoor area. We provide a range of good quality, age appropriate equipment and resources,…","Oakfield Crescent, Aspull, WIGAN, WN2 1XJ, 01942 831457",N/A,N/A,N/A
Astley Nature Kindergarten,N/A,"Astley Nature Kindergarten is housed in a stunning detached property set in over an acre of grounds. Our property has been carefully extended and refurbished, retaining the original features and character whilst creating a bright and attractive environment with abundant space for learning.  We have dedicated…","Larkhill House, 320 Manchester Road, Astley, MANCHESTER, M29 7DY, 01942 897 739",N/A,N/A,N/A
Atherton Pre-School Day Care Limited,N/A,"Our nursery is based in the Community Centre on Dorset Road, Atherton, near the train station. We are a registered charity with a board of committee members. Established in 1966, first as a playgroup, then becoming a registered nursery. We pride ourselves on having a…","Dorset Road Community Centre, Dorset Road, Atherton, Manchester, M46 9PT, 01942 883957",N/A,N/A,N/A
The Avenue Private Day Nursery,N/A,"Welcoming children from a range of different ages, from six weeks to four years old, The Avenue Private Day Care provides fantastic childcare services to suit you, your child and your schedule. If you’re looking for a nursery in Leigh or surrounding areas that boast…","The Avenue, Leigh, WN7 1ET, 01942 261339",N/A,N/A,N/A
Bedford Hall Methodist Primary School - Nursery,N/A,"Learning offered in a safe and stimulating environment with access to high quality learning experiences, both indoor and outdoor, throughout the year. Our EYFS (Early Years Foundation Stage) promise to each child is that 'Every Day You Feel Special' in our care. Our setting is run by a…","Breaston Ave, Leigh, Lancashire, WN7 3DJ",N/A,N/A,N/A
Beech Hill Community Primary School Nursery,N/A,"Our full school day starts at 8:45am and finishes at 3:15pm. Our morning session finishes at 11:55am, and our afternoon session begins at 12:10pm Children may attend the nursery in the September following their third birthday. All children are entitled to 15 hours in Nursery…","Netherby Road, Beech Hill, Wigan, WN6 7PT, 01942 243582",N/A,N/A,N/A
The Beeches Pre-School,"Monday-Thursday, Term time only","Our recent Ofsted inspection was graded as 'Outstanding' in all areas. Please view our report below. The Beeches Pre-School is owned and managed by two experienced, fully qualified teachers. Between us we have over 40 years of teaching experience in schools.  Currently taking registrations for…","1, Beech Drive, Pennington, Leigh, WN7 3LJ, 07704 632 473",N/A,N/A,N/A
Bernadette Hounslea (Buddies Childcare),N/A,"I’m an Ofsted registered Childminder, I support the EYFS (Early Years Foundation Stage) curriculum. Based in Astley, with Tyldesley Primary School a two minute walk away. Over 20 years childcare experience. I accept childcare vouchers, I'm registered to take Tax Free Childcare and can help you…","Astley, Manchester, Lancashire, M29, 01942 895683, 07707029633",N/A,N/A,N/A
Bluestone Nursery,N/A,"Award winning Bluestone nursery offers children lots of fun and excitement as they learn new things and become independent and confident learners. Our staff are well qualified, all are paediatric first aid trained and have access to continual professional development. Our chef cooks and prepares…","351, Leigh Road, Leigh, WN7 1TN, 01942 512791",N/A,N/A,N/A
Bright Horizons Astley Nursery and Preschool,N/A,"Here at Bright Horizons we offer exceptional Childcare. We are a 75 place Nursery, open 5 days a week 7:15am to 6:00pm. Our Nursery Chef prepares and freshly cooks all of our meals on site; we cater for a variety of dietary and religious requirements.…","The Stables, Horridges Farm, Higher Green Lane, Tyldesley, Manchester, M29 7HQ, 01942 363620",N/A,N/A,N/A
Britannia Bridge Primary School - Nursery,N/A,"Britannia Bridge Primary School is a true community school, providing the very best for ‘each and every one’ of our 3- to 11-year-old children and their families. We are situated in the heart of Lower Ince, within easy reach of Wigan Town Centre. Our school…","Winifred Street, Lower Ince, WIGAN, LANCASHIRE, WN3 4SD, 01942 760036",N/A,N/A,N/A
Brooklands Childcare - Bryn,Open Monday to Friday 7:30 am until 6:00pm,Brooklands at Bryn have been providing rich and exciting learning opportunities for babies and young children since 1999. Brooklands Bryn provides the highest standard of care and education for children aged from 6 weeks to 4 years of age. Brooklands at Bryn is a beautiful…,"Rose Hill, Wigan Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 0BS, 01942 760066",N/A,N/A,N/A
Brooklands Childcare - Hindley First Avenue,N/A,"Care and Education is provided by highly qualified staff who have a genuine enthusiasm for caring for young children. We offer stimulating, fun and purposeful activities and resources to children at the setting. Children are observed and assessed to ensure individual needs are met and…","14, First Avenue, Hindley, WIGAN, Greater Manchester, WN2 3EB, 01942 760055",N/A,N/A,N/A
Brooklands Childcare - Hindley Market Street,N/A,We appreciate that choosing suitable childcare for your son or daughter can be difficult and quite an anxious time for you as parents/guardians. We hope that the relaxed and friendly atmosphere here at Hindley Brooklands Childcare will help make yours and your child’s experience at…,"137B, Market Street, Hindley, WIGAN, Lanacshire, WN2 3AA, 01942 760044",N/A,N/A,N/A
Brooklands Childcare - Leigh,N/A,"At Brooklands Childcare Leigh, we understand it can be a daunting, but also the most important, decision choosing the best setting for you and your child. Here at Leigh our staff are dedicated to provide a safe, friendly and warm environment that your child can…","The Foundation Centre, Walmesley Road, Leigh, Wigan, WN7 1XL, 01942 675909",N/A,N/A,N/A
Buckeroo's Childminding,N/A,"I am Nicola form Buckeroo's Childminding Service, Astley. It has been my ambition since I qualified as a Nursery Nurse over 20 years ago to become a childminder. Apart from the vast experience of being a mum to my adorable daughter's Sophia, aged 13 and…","Tyldesley, Manchester, M29, 07971 811 369",N/A,N/A,N/A
Bumblebees @ St Paul's Nursery,N/A,Bumblebees was established in July 2005 and staff have over 20 years experience in childcare. All staff have a minimum of Level 3 childcare qualification and senior management are qualified to level 6. All staff are highly trained and skilled at their profession. We are…,"St. Pauls C Of E Junior & Infant School, Warrington Road, Goose Green, WIGAN, Greater Manchester, WN3 6SB, 07718 642592",N/A,N/A,N/A
Busy Bees Day Nursery At Wigan - Scholes,N/A,"Busy Bees Scholes is located close to the town centre with a large car park for parents. We have four bright, inviting rooms with two spacious gardens where children can investigate and explore to help them to develop and grow. We also have a separate…","Windmill Close, Scholes, Wigan, WN1 3QS, 01942 239939, 07794 383146",N/A,N/A,N/A
Busy Bees Wigan - Marylebone,N/A,"We are situated near to Wigan and Leigh college and are served by a regular circular bus service. We have a team of experienced, long-serving staff, qualified between level 2 and level 6. We have a spacious outdoor area with safety surface, a large variety…","35-37, Walkden Avenue, Swinley, WIGAN, WN1 2JJ, 01942 821898",N/A,N/A,N/A
Canal House Day Nursery,N/A,With a dedicated experienced staff team we offer the children a great outdoor environment with aspects of Forest School and outdoor learning sessions. All of our childcare practitioners are certified in early childhood education. We understand the importance of getting a jump-start on education at…,"Douglas Bank Lock House, Ball Street, Beech Hill, Wigan, Greater Manchester, WN6 7TE, 01942 237378, 07742579657",N/A,N/A,N/A
Canon Sharples CE Primary School Nursery,N/A,Please contact us via the details below for more information. Please see the link to our latest Ofsted Report,"Whelley, WIGAN, WN2 1BP, 01942 776188",N/A,N/A,N/A
Care Love Learn at St Oswald's Day Nursery,N/A,"OPENED IN SEPTEMBER 2021 - CARE LOVE LEARN PRE-SCHOOL AND NOW DAY NURSERY, ENROL YOUR CHILD FOR A FREE FUNDED PLACE! Care Love Learn Childcare based at St Oswald's Catholic Primary School in Ashton-in-Makerfield, has a day nursery for children from the age of 18 months and…","Care Love Learn at St Oswald's Day Nursery, Council Avenue, Ashton-in-Makerfield, Wigan, WN4 9AZ, 07732 092 666",N/A,N/A,N/A
Carol Turner,N/A,I have been childminding since 2004 and offer a wide range of indoor and outdoor activities. I work with other childminders to provide the best that I can for children and have attended lots of courses and gained Level 3 NVQ in Childcare. I promote…,"Tyldesley, Manchester, M29, 01942 873725, 07746 437744",N/A,N/A,N/A
Cheryl Southworth,N/A,"I am an experienced childminder with children of my own aged, 11, 5 and 3 years old. I have worked in 2 'Outstanding' nurseries in the past and I have great knowledge of the EYFS (Early Years Foundation Stage). I organise fun days out in…","Wigan, WN3, 07889 549952",N/A,N/A,N/A
Cheryl Swadkins,N/A,"I set up my childminding service in 2003 with the intention of providing a fun, happy and secure day care service for children.  Here you will find a nurturing and stimulating environment for children of all ages. I do not operate as a nursery, I…","Goose Green, Wigan, WN3",N/A,N/A,N/A
Christina Riley (Little Stars Childcare),N/A,"We live in Winstanley, and currently support families attending Winstanley Community Primary School and St Aidan’s Catholic Primary School. Children can be dropped off at our home from 7am spending a little time with friends then off to school for 9am. After their school day,…","Wigan, WN3, 07921 822503",N/A,N/A,N/A
Claire Burrows,N/A,"I have been a registered childminder since 1996. Every child in my setting is happy, secure, valued and confident. I value every child as a unique individual who enjoys learning and thinking for her / himself. I provide a supportive and secure environment in which…","Marus Bridge, WIGAN, Lancashire, WN3, 07752 579 105",N/A,N/A,N/A
Claire Hampson,N/A,"I have been working with children since 1992. I worked in a daycare setting until 2000, when I started childminding. I have a NVQ Level 3 in childcare. I have a son, and a black Labrador. We visit local toddler groups, go swimming, go to…","Atherton, Manchester, M46, 01942 393030, 07800 579 291",N/A,N/A,N/A
The Cool Club - All Saints Catholic Primary School Out of School Club,N/A,The Cool Club provides all families with care from 7:45am-5:30pm with experienced Early Years trained staff in post. The service runs term time only. At this time the service provides for only the children who attend All Saints school and preschool/nursery. A place to play…,"All Saints Catholic Primary School, Hazel Grove, Golborne, Warrington, WA3 3LU, 01942 203905, 01942 747655",N/A,N/A,N/A
Cool Stars - Out of School Club,N/A,"We are a privately owned Out-of-School club providing before and after-school and holiday care for the pupils of Lowton St Mary's CE Primary School. This offers your child a safe, stimulating place in which to play or take part in activities and crafts. The club's…","Newton Road, Lowton, WARRINGTON, Cheshire, WA3 1EW, 01942 776109",N/A,N/A,N/A
Daisy Daycare,N/A,"We believe in learning through play, by providing stimulating and inviting play experiences. We encourage playing through exploration to enable our children to become active learners and give them opportunities to create and think critically. We were recently inspected by Ofsted in April 2022 and were elated to have received…","106, Castle Hill Road, Hindley, Wigan, WN2 4BH, 01942 804717",N/A,N/A,N/A
Danielle Ashurst,N/A,"We are offering home-based childcare with flexible morning activities at playgroups, swimming baths, parks etc. thus allowing the children social experiences as well as the secure homely environment we have provided to our own children for 17 years. The children can access at any time…","Tyldesley, Manchester, M29, 0161 703 7557",N/A,N/A,N/A
Danielle Renshaw,N/A,"Quotes taken from most recent Ofsted inspection: ""Children are safe and well cared for in this welcoming environment, which is modelled on a small nursery. They demonstrate secure attachments with the childminder and her two full-time assistants. Adults work together very effectively to meet children's…","Wigan, WN2, 07864 196266",N/A,N/A,N/A
Dawn Clancy - Poppins Childminding,N/A,"I have been working with children for over 30 years - Firstly as a Nanny, then as a Nursery Nurse and then for 20 years as a Primary School Teacher. Now I'm proud to be an Outstanding Ofsted Registered Childminder, in Tyldesley. I live 0.9miles…","Tyldesley, Manchester, M29, 07976 915347",N/A,N/A,N/A
Dawn Clarke,N/A,"My childminding setting is based in Astley and only a short walk to the local school, Garrett Hall Primary School, where I drop off and pick up my childminding children. I care for children who are between 3 months to 12 years and provide a…","Tyldesley, Manchester, M29, 07901 780739",N/A,N/A,N/A
Dawn Hornby,N/A,"I have a warm, cosy setting in which I strive to give the best service I can to the children and parents. I have 23 years’ experience and have watched many children grow into lovely young adults. I have a dog and a cat which the…","Tyldesley, Manchester, M29, 07811798151",N/A,N/A,N/A
Donna's Childminding Services,N/A,"Free 15 hours Government funding for eligible 2-year-old's and all 3-year-old's and 30 hours for eligible 3-4-year-old's. I have been a registered childminder for over 17 years. I live in Atherton, close to central train station, in a semi-detached house with my Husband and 2…","Atherton, MANCHESTER, GTR Manchester, M46, 01942 895 506, 07963 397399",N/A,N/A,N/A
Douglas Valley Nursery School,N/A,We are a Nursery School offering a wide range of services for children and families. We offer early education sessions for 2 and 3/4 year olds. Extended day sessions (8:30am-9:00am and 3:30pm-4:00pm) are also available for 3 to 4 years olds. These are term time only. …,"Turner Street, Wigan, Lancs, WN1 3SU, 01942 705301",N/A,N/A,N/A
The Ducklings Day Nursery,N/A,The Ducklings Day Nursery has achieved 'Outstanding' status from Ofsted and constantly strives to provide excellent standards of education and invaluable early experiences for its young members. The nursery seeks to enhance the quality and consistency of learning in the early year’s sector. It sets high…,"115, Warrington Road, Leigh, WN7 3XF, 01942 673297",N/A,N/A,N/A
Edyta Sommer,Monday - Friday 7:00am - 6:00pm,"My name is Edyta Sommer. I'm Polish and I live with my partner Sylwester and my two children, Liliana who is 12 years old and Xavier who is 13 years old. I have lived in Lowton since 2010.I live close to local schools: St Catherine's…","Lowton, Greater Manchester, WA3, 07928933109",N/A,N/A,N/A
Elane Ramos,N/A,"I am a registered childminder based in Leigh. I provide healthy and nutritious meals and snacks, trips out to the parks, libraries, museums, etc. I also provide activities focusing on the 7 areas of the EYFS (Early Years Foundation Stage) and a home-from-home environment that…","Leigh, Leigh Wigan, Wigan, WN7, 07729735996",N/A,N/A,N/A
Elizabeth Jane Walsh,N/A,N/A,"Atherton, Manchester, M46",N/A,N/A,N/A
Emma Horrobin,N/A,"Ofsted outstanding provider. We are a family of 6:myself, my husband, my 3 children aged 16, 13 and 13 and my step-son aged 15.   I provide a welcoming, caring and nurturing home-from-home setting where every child is treated as a unique individual. Within my setting…","Wigan, WN3, 07534907570",N/A,N/A,N/A
Emma Rudd,N/A,"I have been childminding since 2006, the children in my care benefit from a well equipped playroom, large garden with lots of toys, trips to the farm, playcentres, Martin mere and regular trips to the park, for the older children I have a wii, play…","Standish, Wigan, WN6, 01257 432510, 07342633658",N/A,N/A,N/A
Emma’s Childminding,N/A,"My name is Emma, I am an Ofsted registered Childminder. I live in Tyldesley with my husband and our daughter who is 12. We have a very friendly 1-year-old dog. I have been Childminding for 11 year,s caring for children from birth to high school.…","Tyldesley, M29, 07841 532748",N/A,N/A,N/A
Fairfield Private Day Nursery,N/A,Fairfield Nursery is set in a beautiful period building close to Leigh town centre. Babies and younger children under 2 are cared for in our separate Baby Cottage within the grounds. We have 3 outdoor play areas with safety play surfaces combined with natural lawn…,"72, St. Helens Road, Pennington, Leigh, Lancashire, WN7 4HW, 01942 684 251, 01942 675 424",N/A,N/A,N/A
First Steps at Cansfield Day Nursery and Pre-school,N/A,"First Steps at Cansfield has been in operation since 1994 and most of the staff that work here have enjoyed many years of continued service. Our Manager has over 25 years service history here, and between our 12 nursery staff there is a combined continued…","Old Road, Ashton-in-Makerfield, Wigan, Lancashire, WN4 9TP, 01942 711964",N/A,N/A,N/A
First Steps Nursery - Lowton,N/A,"First Steps Nursery opened in 2002 and is situated in purpose-built premises in the Lowton area of Warrington, Cheshire. The nursery is open Monday to Friday, 7:15am–6:30pm. The nursery has been thoughtfully designed to provide full day care for babies and young children, offering safe and…","Robson Way, Lowton, Warrington, Cheshire, WA3 2RD, 01942 678803",N/A,N/A,N/A
First Steps Private Day Nursery (Pennington),N/A,"First Steps Nursery, Pennington opened in 1997 and is situated in the Pennington area of Leigh. The nursery is open Monday–Friday from 7:30am–6:00pm. The nursery has been thoughtfully designed to provide full day care for babies and young children, offering safe and secure enclosed indoor and outdoor…","Kirkham Road, Pennington, Leigh, WN7 3UQ, 01942 679509",N/A,N/A,N/A
Fledglings Nursery,N/A,"We open 39 weeks of the year which is term-time only. The opening hours are 9:00am-3:00pm, Monday to Friday. We can support you with further extended wraparound care if needed within the school's Early Birds and Night Owls facility, between 7:30 am-9:00am and 3:00pm-5:30pm. We have extensive…","Wood Fold Primary School, Green Lane, Standish, Wigan, Lancashire, WN6 0TS, 01257 400271",N/A,N/A,N/A
Footprints Day Nursery - Holiday Care,N/A,"Based in the centre of Atherton, Footprints is located in an old Victorian school building which has served the community for generations. Each child will be welcomed into our Holiday Club room and have a choice of countless activities. Your child will need a packed…","Alderfold Street, Atherton, MANCHESTER, M46 9DS, 01942 876546",N/A,N/A,N/A
Francine Williams,N/A,"I provide a happy, fun and nurturing environment for your child - one that is safe, secure and stimulating. All children are individuals and the wide range of activities I provide are planned and well thought out so that the children have an active part…","Lowton, Warrington, WA3, 01942 715918, 07834 908 159",N/A,N/A,N/A
Garrett Hall Primary - Nursery,N/A,"The provision we offer in our Nursery class is: 30 hours  - Monday to Friday 9:00am-3:00pm or 15 hours part time, consisting of: Monday, Tuesday all day and Wednesday morning or Wednesday afternoon, Thursday, Friday all day. We are immensely proud of our children! They…","Garrett Lane, Tyldesley, MANCHESTER, M29 7EY, 01942 883340",N/A,N/A,N/A
Gemma Simms (Little Gemms),N/A,"I have 3 children of my own aged 19, 15 and 12. I understand how important it is to have the right person look after your pride and joy in a homely, fun environment. I left school and trained as a nursery nurse, then worked…","Abram, Wigan, WN2, 07734915065",N/A,N/A,N/A
Gems Childminding (Gemma Mack),N/A,"My name is Gemma Mack and I live on Cranfield Road, Hawkley Hall, Wigan. Just a small walk away from the canal and other woodland areas for some great adventures. I live in a detached house with my wonderful partner who is also my assistant,…","Hawkley Hall, Wigan, WN3, 07445874322, 01942 732226",N/A,N/A,N/A
Giggles Childminding,N/A,"I am a Childminder living in the Holden Road area of Leigh. I have been childminding since 2010, my business name is Giggles Childminding. I live with my Husband and our 2 sons, we have 2 very friendly bulldogs called Seth and Ada and a…","Leigh, WN7, 07981 218399",N/A,N/A,N/A
Gillian Yates,N/A,"I have 23 years of experience. The service I offer is friendly, caring and fun. We do lots of craft activities at home, dance to music, sing nursery rhymes, lots of play and read books. We visit local parks, go to the library, attend Mums…","Tyldesley, Manchester, M29",N/A,N/A,N/A
Golborne Community Primary School Nursery,N/A,"In our School Nursery, children are cared for by our team of specialist Early Years Teachers who plan exciting activities to move your child's learning forward. The children have access to brand new indoor and outdoor learning environments that are purpose-built and designed to promote…","Talbot Street, Golborne, Warrington, Cheshire, WA3 3NN, 01942 726059",N/A,N/A,N/A
Golden Sunflowers Childminding,N/A,"I live with my husband Mark, we have 3 adult daughters and 4 grandchildren and a family-friendly pet dog. I have worked in childcare and education settings for over 20 years with children aged 2 years to 11 years. I have specialised in pastoral support,…","Wigan, Greater Manchester, WN2, 07535813425",N/A,N/A,N/A
Hannah Mackintosh,N/A,"I have been an Ofsted Registered Childminder since 2007. I love the job I do, looking after all the children I mind. I offer a caring, safe and secure, home-from-home but fun learning environment for all my children to grow and play. I live on a…","Leigh, WN7, 07810 402154",N/A,N/A,N/A
Happy Days Childminding,N/A,I have been a Childminder for 9 years and I have my own 2 children who are 13 and 10. I promote healthy eating by offering a variety of snacks. We get out and about in the community daily and do lots of activities at…,"Leigh, WN7, 07706985696",N/A,N/A,N/A
Happy Hours Day Nursery,N/A,"Happy Days Day Nursery Ltd is a caring, family run nursery first established in January 1994. It is run by a team of experienced qualified practitioners, all of whom hold a minimum of level 3 Childcare qualification. Senior management are qualified to level 5 and…","Downall Green Road, Bryn, WIGAN, Lancashire, WN4 0DL, 01942 766400",N/A,N/A,N/A
Hazel Hughes,N/A,"My name is Hazel Hughes, I have been a Childminder for the past 17 years in the Orrell/Billinge area of Wigan. I work closely with the 2 local schools - Newfold Community Primary and St James' Catholic Primary, both situated on St James Rd in…","Billinge, Wigan, WN5, 07769262208",N/A,N/A,N/A
Heaven Sent Childcare,N/A,"I have been a registered childminder for 19 years. I have 1 child of my own who is 17 years old. I have an NVQ level 1, 2 and 3 and keep up to date with on-going courses. I am Ofsted registered and a Pacey…","Ince, WIGAN, WN3, 07976 782089, 01942 239792",N/A,N/A,N/A
Helen Hewitt,N/A,"Graded 'Outstanding' in most recent Ofsted inspection. Information taken from latest Ofsted report: ""Arrangements for assessments are robust. The childminder has an excellent understanding of what children know and can already do. This helps her to plan fun and exciting experiences that motivate children to…","Marus Bridge, Wigan, WN3, 07940369807",N/A,N/A,N/A
Heron Day Nursery,N/A,Heron Day Nursery offers a caring and safe setting for children with a high level of teaching in a playful environment. Our staff work to ensure each child’s needs are met in partnership with parents to support their wishes. We provide care for children from…,"Brick Kiln Lane, Wigan, Lancashire, WN1 1XH, 01942202198",N/A,N/A,N/A
Higher Folds 2 Year Olds Nursery and Pre-School,N/A,Higher Folds 2 Year Olds Nursery and Pre-school opened in April 2014 in Higher Folds Community Centre and we are an established nursery that plays an important and key role in the early years education of local children. It is the only 2-year-old funded nursery…,"Higher Folds Community Centre, Stirling Close, Higher Folds, Leigh, Lancashire, WN7 2UB, 01942 674548",N/A,N/A,N/A
Highfield Grange Pre-School,N/A,"We are a small friendly pre-school that take a friendly and fun approach to learning.  We use the Early Years Foundation Stage Curriculum and encourage children to learn through play and offer a wide range of activities including sand/water, books/musical instruments, arts/crafts, ICT, role play…","The Highfield Centre, Highfield Grange Ave, Marus Bridge, Wigan, Lancs, WN3 6GH, 01942 498950",N/A,N/A,N/A
Highfield St. Matthew's Primary - Nursery,N/A,"Mission Statement: We aim to provide a welcoming, caring, happy, Christian environment, where everyone is valued equally and achieves their full potential. Ofsted Report","Billinge Road, Highfield, WIGAN, LANCASHIRE, WN3 6BL, 01942 747818",N/A,N/A,N/A
Hilton Street Childcare,N/A,"We provide places for children in nursery aged 8 weeks old to 5 years old. Children are cared for in three separate playrooms: Giraffes 0-2, Hedgehogs 2-3 and Monkeys 3-5. The environments are tailored to each age and promote children's learning through play, following the…","YMCA Building, Hilton Street, Ashton-in-Makerfield, WIGAN, WN4 8PD, 01942 274684",N/A,N/A,N/A
Hindley All Saints CE Primary Nursery,N/A,"Our nursery is an integral part of our whole school community and as such, has access to the school facilities and extensive outdoor space including forest area, growing area and hens. Our highly skilled teachers are passionate practitioners and offer stimulating and varied learning experiences…","Chapel Fields Lane, Hindley, WIGAN, LANCASHIRE, WN2 3QS, 01942 255577 (School)",N/A,N/A,N/A
Hindley Green Community Primary School - Nursery,N/A,"We deliver the curriculum through planned, purposeful play that is based upon the interests and learning needs of the children. Nursery staff work closely with our Reception team so that there is continuity and smooth transition. We welcome our intake of children in September; depending…","Thomas Street, Hindley Green, Wigan, Lancashire, WN2 4SS, 01942 255406",N/A,N/A,N/A
Hindley Nursery School,N/A,"Our high quality provision is underpinned by our strong focus on quality interactions through child-initiated play and adult-guided play. Our provision ensures that we focus on children’s well-being, involvement and how we motivate and engage the children, providing opportunities for them to develop the characteristics…","Mornington Road, Hindley, Wigan, Lancashire, WN2 4LG, 01942 488228 (Select option 1 for 3 & 4 Year old Nursery or option 2 for pre-nursery)",N/A,N/A,N/A
Hindsford Day Nursery,N/A,"We are a community nursery and a registered charity; we are run by a board of trustees who are teachers from 2 local primary schools. We are able to offer low cost, quality childcare for children aged from 9 months to 4 years 11 months. …","Lodge Road, Atherton, MANCHESTER, Lancashire, M46 9BL, 01942 895313",N/A,N/A,N/A
Holly Tree Children's Nursery Ltd,N/A,Our Staff team would like to introduce you to Holly Tree Private Day Nursery. Our aim is to offer professional and quality childcare within a safe & stimulating environment for children aged 0-11 years. We feel therefore that it is very important that you are…,"9, Tracks Lane, Billinge, Wigan, Lancashire, WN5 7BL, 01695 625780",N/A,N/A,N/A
Holly Tree Pre-School and Trackers,N/A,Designed for children aged between 3 and 5 years of age with a ratio of 1 adult to 8 children. The new pre-school is set up to cater for all seven areas of learning and development outlines in the Early Years Foundation stage (EYFS) Framework.…,"St James Road, Billinge, Wigan, Lancashire, WN5 7AA, 01695 280237 / 01695 625780",N/A,N/A,N/A
