Title,Schedule,Description,Location,Phone,Email,Website
Golborne Parkside Bowling Club,N/A,"All are welcome to join us on Tuesday evenings at 7pm. for one of our friendly and informal bowling sessions, at only £2 a session. Help and advice will be given, if needed, bowls are available too. if you are a complete novice or experienced…","Rivington Avenue, Golborne, WA3 3HG",N/A,N/A,N/A
Golborne Sports Junior Football Club,N/A,Visit their website below for more information and contact details,"Golborne High School (playing fields), Lowton Road, Golborne, Warrington, WA3 3EL",N/A,N/A,N/A
Highfield Cricket Club,N/A,It has developed facilities which are the envy of many similar clubs and has a well organised and stable management committee. Please visit the website provided for full information and contact details.,"Billinge Road, WIGAN, WN3 6BL",N/A,N/A,N/A
Highfield Grange Football Club,N/A,Please visit Highfield Grange Football Club Facebook page for information and contact details.,"WIGAN, WN3 6BL",N/A,N/A,N/A
Hindley Green Football Club,Evenings and Weekends,N/A,"Hindley Green Community Primary School, Thomas Street, Hindley Green, Wigan, Lancashire, WN2 4SS",N/A,N/A,N/A
Hindley Pool and Leisure Centre,Days and Times open -See website link below,"The multi-purpose sports hall can accommodate various activities, including badminton, 5-a-side football, netball, volleyball and basketball. We also have squash courts and table tennis, so there's something for everyone. For more details please go to the webiste link below.","Borsdane Avenue, Hindley, Wigan, WN2 3QN, Hindley Pool - 01942 404886, Hindley LC - 01942 253142",N/A,N/A,N/A
Howe Bridge Leisure Centre,Days and Times open - See website link below,"Here at Howe Bridge Leisure Centre we think it's the best in the north west and we're sure that once you've visited us, you'll agree.  For more details please go to the webiste link below.","Eckersley Fold Lane, Atherton, MANCHESTER, LANCASHIRE, M46 0PJ, 01942 870403",N/A,N/A,N/A
Kaobon Wigan,N/A,Centre of Combat Excellence: Adults Thai Boxing Adults Wrestling Kids Thai Boxing Adults BJJ Mixed Boxing Kids No GI Adults MMA Kids BJJ Kids MMA Adults No GI Please visit the website below for full information and contact details.,"Eckersley Mill, Swan Meadow Road, Wigan, WN3 5BD",N/A,N/A,N/A
Kids Activity Camps - Leigh Sports Village,N/A,See website for full details.,"Leigh Stadium, Sale Way, Leigh, WN7 4JY",N/A,N/A,N/A
Lancashire Shotokan Karate Academy,N/A,"From beginners to experienced karateka, everyone will fit in here. It is a friendly and supportive environment and we have recently moved to a dedicated facility in Pemberton. Please visit their website provided below for full information and contact details","Green Hey, Orrell, WIGAN, Lancs, WN5 0DQ",N/A,N/A,N/A
Learning Disability Rugby League Session,Friday 5-6pm,Our session takes place at Robin Park Arena on the 3G on Friday evenings 5-6pm. Please bring appropriate footwear and a drink to last the hour. Teams run between January and November. If you have any queries please contact community@wiganwarriors.com,"Loire Drive, Wigan, WN5 0UH",N/A,N/A,N/A
Leigh Genesis FC,N/A,We are an FA Charter Standard Community Football Club offering training and matches to all age groups.,"Newton Road, Lowton, Warrington, WA3 1DU",N/A,N/A,N/A
Leigh Judo Club,Please go to the website for details,Beginners - Ages 4 - 7 years beginner classes involve lots of fundamental movement patterns to help to build confidence and develop self-awareness and physical fitness and movement literacy. Juniors - Ages 7-14 years the junior classes develop the technical aspects of judo through the…,"Lowton Youth & Community Centre, Newton Road, Lowton, Warrington, WA3 2BH",N/A,N/A,N/A
Leigh Leisure Centre,Days and Times open - See website link below,"With a 25m swimming pool and spectator seating for 180, multi-purpose sports hall consisting of badminton, basketball and netball courts and retractable seating for 280, as well the latest in fitness equipment and programming. The sports centre also holds numerous events throughout the year, including…","Sale Way, LEIGH, LANCASHIRE, WN7 4JY, 01942 487800",N/A,N/A,N/A
Leigh Youth Hub,Monday 07:30 - 20:15 Tuesday 07:30 - 21:00 Wednesday 07:30 - 18:00 Thursday 07:30 - 20:30 Friday 07:30 - 20:30 Saturday 07:30 - 14:00,"What is Leigh Youth Hub Leigh Youth hub was created by young people for young people. Since opening in October 2022, Leigh Youth Hub has offered young people the opportunity to learn new skills, make new friends and access the support they need. 'Leigh Youth…","The Hub, Sale way, Leigh, WN7 4JY",N/A,N/A,N/A
Leisure for All,Term time: Mon-Fri evenings / Sat and Sun once a fortnight. School Holidays: Mon-Fri daytime sessions and activities.,"Leisure for All provides a safe, secure environment in a specialist Children's Centre.  Children and young people aged 5-19 years receive high quality, interesting and exciting short breaks in their leisure time. Leisure for All offers regular term time weekly groups, fortnightly weekend groups and…",N/A,N/A,N/A,N/A
Mind Body Health Wellbeing CIC,Monday to Saturday,"Mind Body Health is a specialised programme that offers tailored mental and physical health services to individuals. The programme's primary goal is to provide personalised support to improve overall well-being. By employing a team of knowledgeable and certified personal trainers, MBH aims to become a…","125, Whelley Road, Wigan, WN1 3PX",N/A,N/A,N/A
More Than Words,"Open Mondays, Tuesdays, Wednesdays and Fridays from 9am to 4pm, and Thursdays 9am to 6.30pm","Are you an aspiring actor or drama queen?  More Than Words is a not-for-profit community organisation in Wigan that supports children, young people and adults with disabilities and/or autism. We specialise in drama, music, sports and healthy living activities, but we also provide opportunities for young…","Unit 2 The Edge, Pottery Terrace, Wigan, Greater Manchester, WN3 5AB, 01942 735426",N/A,N/A,N/A
My Life at Leigh Sports Village,Open Monday to Friday from 9am until 6pm,"We aim to reduce social isolation and loneliness by bringing people together. With My Life, you can meet new friends, build relationships, learn new things, gain confidence, be more independent, have fun and take an active part in your local community. Our services We offer…","Leigh Sports Village, Sale Way, Leigh, WN7 4JY",N/A,N/A,N/A
Ninja Warrior UK,N/A,"Do you have what it takes to be a Ninja Warrior? Tackle our fun-packed supervised activity and fitness courses inspired by the hit ITV show to find out. There are obstacles the whole family can enjoy whether you start as a Ninja in training, or…","Stadium Way, Wigan, WN5 0UN",N/A,N/A,N/A
North West Roller Sports CIC,N/A,"If you’re looking for to have some amazing fun roller skating with all the family, your friends or even on your own, to get fit in a fun way or even to be in a exciting atmosphere with the latest music and great facilities  North…","North West Roller Sports C I C, Victoria Mill, Bolton Road, Atherton, Manchester, M46 9JG, 01942 878778",N/A,N/A,N/A
Orrell Rugby Union Football Club,N/A,We train in the week and play rugby union games on Sundays. The subscription money goes back into the club to pay for kit and equipment. Please visit the website below for full details.,"Gathurst Road, Orrell, WIGAN, WN5 0LJ",N/A,N/A,N/A
REACH,N/A,"REACH Background In recent years, Greater Manchester has seen a rise in Serious Youth Violence (S.Y.V.) and Child Exploitation. The problems are well described and several initiatives to minimise the risks have developed, often in isolation of the safeguarding systems that concern themselves with the…","The life Centre, Wigan, Wigan, WN1 1NJ",N/A,N/A,N/A
Rebound Therapy,N/A,"Rebound Therapy consists of 1-1 sessions on a trampoline to develop social and communication skills as well as core stability, balance and general fitness. Participants will take turns on the trampoline and have the option to work towards Winstrada awards in trampolining.      …","Robin Park HQ, Loire Drive, Wigan, WN5 0UH, 01942 488481",N/A,N/A,N/A
Robin Park Leisure Centre,Days and Times open - See website link below,"Home to a fantastic range of sports facilities and programming, the centre boasts a multi-purpose sports hall, badminton courts, first-class fitness suite, as well as tennis and gymnastics centres. Whether you're participating for fun or vowing for success in your chosen sport, there's something for…","Loire Drive, Wigan, WN5 0UH, 01942 828550",N/A,N/A,N/A
"Saturday sailing, windsurfing and kayaking",N/A,"It doesn’t matter if you’ve never tried these activities before, our instructors are well qualified and will make you very welcome.","Scotmans Flash, Rushdene, Wigan, WN3 5HJ",N/A,N/A,N/A
Scotsman's Flash,N/A,Scotmans Flash Activity Centre is located just outside Wigan town centre. Learn a wide range of water sports or take your skills to the next level.   Scotmans Flash Activity Centre is now under the management of Wigan Council.  Here you can take part in a…,"Sport and recreation, WN3 5HJ",N/A,N/A,N/A
Shakerley Community Centres,N/A,Shakerley Community Centre offers a range of services and groups for all ages.,"8, Cumberland Avenue, Tyldesley, Manchester, M29 8FU",N/A,N/A,N/A
Shevington Football Club,Please contact for details,"Shevington FC is a FA charter standard club, and can be traced back to playing in local churches league football in 1904. For full information and to contact the club please visit the website provided.","Highfield Ave, Shevington, WIGAN, WN6 8HB",N/A,N/A,N/A
St Peters Pavilion,N/A,"St Peters Pavilion Limited, was formed in 2005. The founder members, Hindley St. Peter's Church, Hindley St. Peter's Cricket Club, Hindley ARLFC, St. Peter's Boys' Brigade and St. Peter's Girl Guides came together to work towards providing a much needed facility for the town of…","Hurst St, Hindley, WN2 3DN",N/A,N/A,N/A
St. Matthew's Bowling Club,Open Mon - Sun 9.00am - dusk,Community bowling club based at Highfield Hall CIC,"Highfield Community Hall CIC, Billinge Road, Highfield, Wigan, WN3 6BL",N/A,N/A,N/A
Standish Community Centre,N/A,At the Standish Community Centre which is on Moody Street in Standish there is something for everyone! Come and join in our many activities. A very warm welcome is offered to all. Please visit are Facebook page below for more information.,"Moody Street, Standish, WIGAN, WN6 0JY",N/A,N/A,N/A
Standish Leisure Centre,Days and Times open -See website link below,"Standish Leisure Centre boasts a 70 station technogym facility, kitted out with the very best cardio and strength equipment, functional zone and free weights section. Sport facilities include a 3G pitch and a multi-use games area for football, netball and tennis. Whether you’re training for…","Rectory Lane, Standish, Wigan, WN6 0XB, 01942 486486",N/A,N/A,N/A
Stubshaw Cross Community & Sports Club,N/A,"Varies activities and events at Stubshaw Cross Community & Sports Club, please visit their Facebook page for information and contact details","Stubshaw Cross Labour Club, Walter Street, Ashton-in-makerfield, Wigan, WN4 8TP",N/A,N/A,N/A
Sub-C-Divers,N/A,As a branch of BS-AC Sub-C-Divers offers a range of diver training courses to suit all levels of ability from complete beginner to experienced diver. If you have never dived before you might want to consider a try dive before embarking on a full diver training course.…,"Leigh Road, Atherton, Manchester, M46 0PJ",N/A,N/A,N/A
Swimming Lessons,N/A,"Children Teaching your child to swim is not only a great way to meet new friends and take part in fun activities, it's the only sport that can save your child's life. Adults Swimming is not only a fantastic way to keep fit, it’s a…",N/A,N/A,N/A,N/A
Three Sisters Racetrack,N/A,From Junior Karting to Adult Karting there is something for everyone Visit their website below for details including times and prices.,"Ashton-in-Makerfield, WIGAN, WN4 8DD",N/A,N/A,N/A
Velocity,N/A,"Trampolining Jump around our amazing park, giant airbag and other great facilities. Clip 'n' Climb Wall Bringing you more than trampolines, visit our Clip 'n' Climb climbing wall feature Soft Play Welcome to our soft play area! The ultimate soft play experience for children. Parties Looking…","Velocity Trampoline Park, Wheatlea Industrial Estate, Wigan, WN3 6XU",N/A,N/A,N/A
Wheels for All,N/A,"Our Wheels For All sessions are delivered at Robin Park Arena, Wigan & Leigh Harriers Athletic Track, Leigh.  Sessions are available for ages 5 upwards for children and adults. Range of bikes available to book. Booking is essential for all sessions.","Robin Park HQ, Loire Drive, Wigan, WN5 0UH",N/A,N/A,N/A
Wigan & Orrell Archers and Wigan & Orrell Junior Archers,N/A,"Wigan & Orrell Archers is a well established Target Archery Club founded in 1987 as Orrell Archers. After shooting at various locations throughout Wigan, we are currently based at Wigan RUFC and Aspull RUFC during the summer, with Wigan Target Sports Club and Nugent House…","Wigan Rugby Union Football Club, Wingates Road, Wigan, WN1 2SJ",N/A,N/A,N/A
Wigan and St Helens Sailing Club,N/A,"We are a family-friendly sailing club based on Scotsman’s Flash off Poolstock Road in Wigan, offering a wide range of sailing opportunities. We are a recognised training centre, running the Royal Yachting Association’ Level Two certificate in dinghy sailing. This is held in the evenings…",N/A,N/A,N/A,N/A
Wigan Athletic Community Trust - Female Disability Football Session,Wednesday Evening 6-7pm,N/A,"Loire Drive, Newtown, Wigan, WN5 0UL, 01942 318090",N/A,N/A,N/A
Wigan Athletic Community Trust - Newbridge Disability Football Senior,Friday evenings 6-7pm,Wigan Athletic Community Trust run a free Premier League Kicks Disability Football Session for 11-16 year olds on Friday nights 6-7 in Newbridge.,"Moss Lane, Wigan, WN2 3TL, 01942 318090",N/A,N/A,N/A
Wigan Canoeing Group,N/A,"Wigan Canoeing Group offers kayaking and open canoeing at Scotmans Flash on Thursday evenings and Saturday afternoons from March to November. We also offer club trips throughout the year - on rivers, lakes, estuaries and the sea. Most of all we believe that paddling should…","off Poolstock Lane, Wigan, WN3 5HJ",N/A,N/A,N/A
Wigan Cosmos Football Club,N/A,"Wigan Cosmos Football Club is a well-established not for profit sports & local community Football Club and a trusted partner of Wigan Council and the Lancashire FA we have not only attained the FA Charter Standard in 2006 but also maintained each year thereafter, showing…","St John's Street, Abram, Wigan, Lancashire, WN2 5RH",N/A,N/A,N/A
Wigan Junior Latics FC,N/A,Wigan Junior Latics FC was formed in 1983 for the junior supporters of Wigan Athletic. Our objectives are to encourage young people in and around the Wigan area to play Association Football by providing structured football opportunities for youngsters to play at age levels of…,"Bankes Avenue, Orrell, Wigan, WN5 8HU",N/A,N/A,N/A
Wigan Juniors Netball Club,N/A,WJNC is a community club ran by qualified coaches with vast experience in coaching at all levels. We welcome girls of all abilities who are aged between 8 and 18. For full information please visit their Facebook page below.,"Loire Drive, Wigan, WN5 0UH",N/A,N/A,N/A
Wigan Life Centre,Days and Times open -See website link below,"Located in the centre of Wigan, Wigan Life Centre boasts fantastic fitness and swimming facilities, providing local residents with an array of opportunities to get more active. This includes the latest gym equipment, a weekly programme of fitness classes and swimming lessons for all ages…","College Avenue, WIGAN, WN1 1NJ, 01942 489611",N/A,N/A,N/A
Wigan Roller Rink,Various days and times please go to website for full details,"Experience the thrill of Europe’s largest indoor roller rink, right here in Wigan. We have a state of the art sound system, bar, cafe and a selection of the best urban skate clothing and mechandising and much more.  Our sessions are primarily aimed at families…","Eckersley Mill Swan, Wigan, WN3 5BD",N/A,N/A,N/A
Wigan Sports Club,N/A,"If you love taking part in sports you’ll love Wigan Sports Club, we offer a range of sporting activities for all ages and all levels, including: Hockey Cricket Football  Squash For full details please visit the website provided.","Wigan Sports Club, Parsons Walk, Wigan, WN1 1RU",N/A,N/A,N/A
Wigan St Judes ARLFC,N/A,Wigan St Judes was formed in 1980 to provide a much needed sporting facility in the Worsley Mesnes and Poolstock area of Wigan. It began with 20 children and now has over 300 players from age 7 through to adults both men and women. On…,"Keats Avenue, Parsons Meadow, Poolstock, Wigan, WN3 5UB",N/A,N/A,N/A
Wigan St. Patricks ARLFC,N/A,To find out about Wigan St Patrick's ARLFC please go to the website provided below.,"St. Patricks R L F C, 14, Harper Street, Wigan, WN1 3BN",N/A,N/A,N/A
Wigan Taekwondo Academy,N/A,"Our main objective is to create a fun  and engaging learning environment to enhance students confidence and social skills, whilst developing co-ordination, balance, flexibility, along with improvement of aerobic  capacity. Please visit the website provided for full details including opening times and cost.","Anderton Street, Higher Ince, WIGAN, WN2 2BG",N/A,N/A,N/A
Wigan Youth Zone,"Wigan Youth Zone is open 7 days a week, offering sessions for young people every weeknight, over the weekend and school holidays.","What is Wigan Youth Zone? Wigan Youth Zone is a purpose-built, state-of-the-art youth facility in Wigan town centre which opened in June 2013. It offers young people from across Wigan the opportunity to meet friends, have new experiences, learn new skills and access the support…","Parsons Walk, Wigan, Greater Manchester, WN1 1RU, 01942 612061",N/A,N/A,N/A
Wigan Youth Zone - Junior Club,"Tuesdays evening and Saturday, Sunday afternoons from 11:00am",Wigan Youth Zone Junior Club offers our youngest members the most exciting and innovative play and leisure programme around. Children can access and experience a vast range of activities – all within the safety of our huge purpose-built centre. Please visit their website for full…,"Parsons Walk, WIGAN, WN1 1RU",N/A,N/A,N/A
WN7 Outreach CIC,Open Monday-Friday from 8am until 6pm,"WN7 Outreach CIC is a community-focused, physical activity and alternate education provider that are listed on the UK Register of Learning Providers (Reg. No.10090837) and are a recognised ASDAN qaulification provider.  We support Mainstream Schools/Colleges, SEND and NEET organisations as well as private groups and…","107 Bradshawgate, Leigh, Greater Manchester, WN7 4ND, 07770613231",N/A,N/A,N/A
