Title,Schedule,Description,Location,Phone,Email,Website
Grief Encounter,N/A,"We work closely with individuals, families, schools and professionals to offer a way through the anxiety, fear and isolation so often caused by grief. We are an open-access charity, funded by the generosity of our supporters, and here to help alleviate the pain and confusion…",0808 802 0111,N/A,N/A,N/A
Kooth Online Counselling Service,Counsellors online Mon-Fri 12pm-10pm; Sat-Sun 6pm-10pm. Every day of the year (inc. Christmas Day). Self-help documents and forums 24/7.,"As we are commissioned by the Greater Manchester Health and Social Care Parnership, Kooth.com is free for young people to use and is self-referral, meaning there is no need to visit a GP to access the service. Completely anonymous, it takes just a few minutes to…",07869 264771,N/A,N/A,N/A
Let's Talk About It - Bereavement Counselling,Monday to Friday 9am to 6pm,"About me – Bereavement Counselling (incl Grief Counselling and Pet Bereavement) Sally Hunt – Let’s Talk About It.   Hello, my name is Sally. I am a Bereavement Counsellor. People say I am empathetic, easy to talk to, a good listener. I have been providing…","Buckhold Grange, Buckhold, Pangbourne, Berkshire, RG8 8QB",N/A,N/A,N/A
Menopause Support Group,"Last Tuesday of the month, 7.30 pm - 9.30 pm","We are a friendly and inclusive group offering support to women, and non-binary individuals, in Wigan and surrounding areas to navigate the maze that is menopause. We provide a safe place to ask questions, listen to others and to gain information and knowledge.  No two…","Hindley, Wigan, WN2 2QJ",N/A,N/A,N/A
The Mix - Essential support for under 25's,N/A,"The Mix is the UK’s leading support service for young people. We are here to help you take on any challenge you’re facing - from mental health to money, from homelessness to finding a job, from break-ups to drugs. Talk to us via our online…",0808 808 4994,N/A,N/A,N/A
Palliative Care Counselling,N/A,Hospice Counselling Service: Provide Counselling to people with a life limiting illness and those important to them. Our counsellors are trained in several psychological approaches and each client is provided with an approach that meets their individual needs. Counselling takes place face to face at…,N/A,N/A,N/A,N/A
Samaritans of Wigan,N/A,"About Wigan Samaritans Our branch has been providing support to people in our local area and for a number of years. We offer emotional support in person, by telephone, by email and by text and on average each year we help over 22,900 people going…","73 Dicconson Street, WIGAN, LANCASHIRE, WN1 2AT, 116 123 (this number is free to call from any phone)",N/A,N/A,N/A
St Mary's Centre - Sexual Assault and Rape Counselling,N/A,"If you have been raped or sexually assaulted, we are here to help you. We will help you recover from both the physical and emotional effects of the assault. Please go to their website provided for help and support.",0161 276 6515,N/A,N/A,N/A
Transforming Lives - Changing Communities Empathy Northwest CIC,Monday to Friday 10 to 6pm,"Here at Empathy Northwest we offer counselling services to adults, children and families at point of need. We also offer therapeutic intervention and personal development sessions for the whole community. We are a Not For Profit organisation offering our services to the public. No long…","16, Library, WIGAN, Greater Manchester, WN1 1NN",N/A,N/A,N/A
Trust in Counselling & Therapies,Monday to Saturday from 9am to 8pm,"At Trust in Counselling and Therapies, we offer counselling services to children (age 4 and upwards), adults, and couples. We endeavour, as part of your initial assessment, to ensure that you are placed with a suitable therapist that meets your needs (unless you have a…","Inglestan, Brewery Lane, Leigh, Manchester, WN7 2RJ",N/A,N/A,N/A
Winston’s Wish,N/A,Winston’s Wish was the UK’s first childhood bereavement charity. We have been supporting bereaved children and young people since 1992 and we continue to lead the way in providing specialist child bereavement support services across the UK. Winston’s Wish provides emotional and practical bereavement support…,N/A,N/A,N/A,N/A
