Title,Schedule,Description,Location,Phone,Email,Website
Buckeroo's Childminding,N/A,"I am Nicola form Buckeroo's Childminding Service, Astley. It has been my ambition since I qualified as a Nursery Nurse over 20 years ago to become a childminder. Apart from the vast experience of being a mum to my adorable daughter's Sophia, aged 13 and…","Tyldesley, Manchester, M29, 07971 811 369",N/A,N/A,N/A
Buddies Before & After School Club,N/A,If your child attends this school and you would like more information please contact us on the number provided below.,"Swan Lane, Hindley Green, Wigan, WN2 4HD, 07742 156069",N/A,N/A,N/A
Bumblebees Out Of School,N/A,Bumblebees is a small private business that can accept children from St Paul's CE Primary School. We can have up to 24 children per day. Nursery children can also access breakfast and after-school club. All staff are highly trained and skilled. We aim to create a…,"St. Pauls C Of E Junior & Infant School, Warrington Road, Goose Green, Wigan, Greater Manchester, WN3 6SB, 07718 642592",N/A,N/A,N/A
The Bungalow School Club,N/A,,"52, Tanhouse Drive, Wigan, WN3 6JP, 07854 615604",N/A,N/A,N/A
Canal House Out of School Club,N/A,"Hello everyone, If you don’t know us or anything about us let me introduce ourselves. We are an umbrella of nurseries and have sites within Newton-Le-Willows and Ashton-In Makerfield. Our site in Ashton also runs a successful busy Out-of-School Club. We are a full, busy…","St. Annes C Of E School, 170, Wigan Lower Road, Standish Lower Ground, Wigan, WN6 8JP, 01942 237378",N/A,N/A,N/A
Canon Sharples CE Primary School - Breakfast Club,N/A,"Canon Sharples breakfast club is for children who attend the school, for full information please visit the school website.   Ofsted Report","Whelley, Wigan, WN2 1BP, 01942 776188",N/A,N/A,N/A
Care Love Learn at St Oswald's - Out-of-school Club,N/A,"We have a fully established out-of-school club based on site, providing a high quality wraparound care facility for children aged 18 months to 11 years. We are open from 7:30am for breakfast club and until 6:00pm for children in after-school club, Monday to Friday. If your child…","Care Love Learn at St Oswald's, Council Avenue, Ashton-in-Makerfield, Wigan, Lancs, WN4 9AZ, 07732 092 666",N/A,N/A,N/A
Carol Turner,N/A,I have been childminding since 2004 and offer a wide range of indoor and outdoor activities. I work with other childminders to provide the best that I can for children and have attended lots of courses and gained Level 3 NVQ in Childcare. I promote…,"Tyldesley, Manchester, M29, 01942 873725, 07746 437744",N/A,N/A,N/A
Castle Hill Kids Club Hindley Ltd,N/A,"We run a successful before & after-school club and holiday provision from within Castle Hill St Philip's CE Primary School, Hindley. It is open for 50 weeks of the year, every day, except bank holidays and the Christmas holidays. Castle Hill Kids Club is a…","Hereford Road, Hindley, Wigan, WN2 4DH, 07714590790",N/A,N/A,N/A
CFAT Superheroes at Hindley Junior & Infant School,N/A,Hindley Junior & Infant School work with CFAT Superheroes Ltd to offer onsite breakfast and after-school club services for pupils of Hindley J&I School only. The club launched in February 2023 and is operated by Anita Else and Stacey McCallum each day. Breakfast club offers a…,"Hindley Junior & Infant School, Argyle Street, Hindley, Wigan, Greater Manchester, WN2 3PN, 01942 255339",N/A,N/A,N/A
Cheryl Southworth,N/A,"I am an experienced childminder with children of my own aged, 11, 5 and 3 years old. I have worked in 2 'Outstanding' nurseries in the past and I have great knowledge of the EYFS (Early Years Foundation Stage). I organise fun days out in…","Wigan, WN3, 07889 549952",N/A,N/A,N/A
Cheryl Swadkins,N/A,"I set up my childminding service in 2003 with the intention of providing a fun, happy and secure day care service for children.  Here you will find a nurturing and stimulating environment for children of all ages. I do not operate as a nursery, I…","Goose Green, Wigan, WN3",N/A,N/A,N/A
The Children's Club TCC,N/A,"The Children's Club has qualified and experienced staff who provide a safe, friendly environment for your children aged 4-11. We are registered with Ofsted and are graded as an 'Outstanding' provider. TCC work closely with St David's School and provide activities complementing St David's Ethos.…","St. Davids CE Primary School, Copperas Lane, Haigh, Wigan, WN2 1PA, 07936819956",N/A,N/A,N/A
Chowbent Primary School - Breakfast Club and After School Club,N/A,Information about our Breakfast Club and After School Club can be found on the links below.  Breakfast Club Information  After School Club,"Laburnum Street, Atherton, Manchester, M46 9FP, 01942 883410",N/A,N/A,N/A
Christelle Simmons,N/A,"I came to realise that I have a natural aptitude for providing fun and learning for little ones, when I became a first time mum at the tender age of 40yrs old. I started as a volunteer in my daughter’s nursery and worked my way…","Orrell, Wigan, WN5",N/A,N/A,N/A
Christina Riley (Little Stars Childcare),N/A,"We live in Winstanley, and currently support families attending Winstanley Community Primary School and St Aidan’s Catholic Primary School. Children can be dropped off at our home from 7am spending a little time with friends then off to school for 9am. After their school day,…","Wigan, WN3, 07921 822503",N/A,N/A,N/A
Claire Burrows,N/A,"I have been a registered childminder since 1996. Every child in my setting is happy, secure, valued and confident. I value every child as a unique individual who enjoys learning and thinking for her / himself. I provide a supportive and secure environment in which…","Marus Bridge, WIGAN, Lancashire, WN3, 07752 579 105",N/A,N/A,N/A
Claire Hampson,N/A,"I have been working with children since 1992. I worked in a daycare setting until 2000, when I started childminding. I have a NVQ Level 3 in childcare. I have a son, and a black Labrador. We visit local toddler groups, go swimming, go to…","Atherton, Manchester, M46, 01942 393030, 07800 579 291",N/A,N/A,N/A
Confidence Club Ltd,N/A,"Breakfast club each morning from 7:30am provided for the children who attend the school. After school club on Mondays, Tuesdays and Wednesdays until 4:15pm for children who attend the school  Drink and snack provided.","Mort street, Springfield, Wigan, Lancashire, WN6 7AU, 07847227215",N/A,N/A,N/A
The Cool Club - All Saints Catholic Primary School Out of School Club,N/A,The Cool Club provides all families with care from 7:45am-5:30pm with experienced Early Years trained staff in post. The service runs term time only. At this time the service provides for only the children who attend All Saints school and preschool/nursery. A place to play…,"All Saints Catholic Primary School, Hazel Grove, Golborne, Warrington, WA3 3LU, 01942 203905, 01942 747655",N/A,N/A,N/A
Cool Stars - Out of School Club,N/A,"We are a privately owned Out-of-School club providing before and after-school and holiday care for the pupils of Lowton St Mary's CE Primary School. This offers your child a safe, stimulating place in which to play or take part in activities and crafts. The club's…","Newton Road, Lowton, WARRINGTON, Cheshire, WA3 1EW, 01942 776109",N/A,N/A,N/A
Crackerjax Out of School Club,N/A,"Our staff are highly qualified in Childcare, Learning and Education, First Aid, Safeguarding and have completed multiple courses relating to children's mental health and other various topics. We have use of the schools computer suite which enables the children to do homework with the help…","Bolton Road, Aspull, Wigan, Lancashire, WN2 1QW, 07731848162",N/A,N/A,N/A
Danielle Ashurst,N/A,"We are offering home-based childcare with flexible morning activities at playgroups, swimming baths, parks etc. thus allowing the children social experiences as well as the secure homely environment we have provided to our own children for 17 years. The children can access at any time…","Tyldesley, Manchester, M29, 0161 703 7557",N/A,N/A,N/A
Dawn Clancy - Poppins Childminding,N/A,"I have been working with children for over 30 years - Firstly as a Nanny, then as a Nursery Nurse and then for 20 years as a Primary School Teacher. Now I'm proud to be an Outstanding Ofsted Registered Childminder, in Tyldesley. I live 0.9miles…","Tyldesley, Manchester, M29, 07976 915347",N/A,N/A,N/A
Dawn Clarke,N/A,"My childminding setting is based in Astley and only a short walk to the local school, Garrett Hall Primary School, where I drop off and pick up my childminding children. I care for children who are between 3 months to 12 years and provide a…","Tyldesley, Manchester, M29, 07901 780739",N/A,N/A,N/A
Donna's Childminding Services,N/A,"Free 15 hours Government funding for eligible 2-year-old's and all 3-year-old's and 30 hours for eligible 3-4-year-old's. I have been a registered childminder for over 17 years. I live in Atherton, close to central train station, in a semi-detached house with my Husband and 2…","Atherton, MANCHESTER, GTR Manchester, M46, 01942 895 506, 07963 397399",N/A,N/A,N/A
Early Birds & Night Owls,N/A,"Early Birds and Night Owls provides before and after-school care for the children of Wood Fold Primary School and Fledglings Pre-School aged between 3 and 11 years. The service for school runs from 7:30am-8:45am each morning, and between 3:10pm and 5:30pm each afternoon. The afternoon is…","Green Lane, Standish, WIGAN, WN6 0TS, 01257 400271",N/A,N/A,N/A
Edyta Sommer,Monday - Friday 7:00am - 6:00pm,"My name is Edyta Sommer. I'm Polish and I live with my partner Sylwester and my two children, Liliana who is 12 years old and Xavier who is 13 years old. I have lived in Lowton since 2010.I live close to local schools: St Catherine's…","Lowton, Greater Manchester, WA3, 07928933109",N/A,N/A,N/A
Elizabeth Henderson,N/A,"Home-from-home atmosphere, mother and toddler groups, trips to the park. I believe a young child (under school age) needs routine, love and security. This is not a nursery, I am a Mum and a Grandma. I feel a caring adult is more important than equipment…","Winstanley, Wigan, WN3",N/A,N/A,N/A
Emma Horrobin,N/A,"Ofsted outstanding provider. We are a family of 6:myself, my husband, my 3 children aged 16, 13 and 13 and my step-son aged 15.   I provide a welcoming, caring and nurturing home-from-home setting where every child is treated as a unique individual. Within my setting…","Wigan, WN3, 07534907570",N/A,N/A,N/A
Emma Rudd,N/A,"I have been childminding since 2006, the children in my care benefit from a well equipped playroom, large garden with lots of toys, trips to the farm, playcentres, Martin mere and regular trips to the park, for the older children I have a wii, play…","Standish, Wigan, WN6, 01257 432510, 07342633658",N/A,N/A,N/A
Emma’s Childminding,N/A,"My name is Emma, I am an Ofsted registered Childminder. I live in Tyldesley with my husband and our daughter who is 12. We have a very friendly 1-year-old dog. I have been Childminding for 11 year,s caring for children from birth to high school.…","Tyldesley, M29, 07841 532748",N/A,N/A,N/A
Fairfield Private Day Nursery,N/A,Fairfield Nursery is set in a beautiful period building close to Leigh town centre. Babies and younger children under 2 are cared for in our separate Baby Cottage within the grounds. We have 3 outdoor play areas with safety play surfaces combined with natural lawn…,"72, St. Helens Road, Pennington, Leigh, Lancashire, WN7 4HW, 01942 684 251, 01942 675 424",N/A,N/A,N/A
First Steps - The Jolly Steppers Out-of-School and Holiday Club – Lowton,N/A,"Our Out-of-School Club, The Jolly Steppers, works in partnership with our independent school, Green Meadow Independent Primary School and other local schools to provide a high quality childcare service for children and families after school. We are a fully inclusive setting, registered for children aged…","First Steps Nursery, Robson Way, Lowton, Warrington, WA3 2RD, 01942 678803",N/A,N/A,N/A
First Steps at RL Hughes Out-of-school & Holiday club,N/A,First Steps at RL Hughes is a wrap around care facility based on the site of RL Hughes primary school. All staff hold level 3 childcare qualifications and one staff member holds a level 5. All staff are First Aid trained and are included in…,"Mayfield Street, Ashton-In-Makerfield, Wigan, Lancashire, WN4 9QL, 01942 711964, 01942 724118",N/A,N/A,N/A
Francine Williams,N/A,"I provide a happy, fun and nurturing environment for your child - one that is safe, secure and stimulating. All children are individuals and the wide range of activities I provide are planned and well thought out so that the children have an active part…","Lowton, Warrington, WA3, 01942 715918, 07834 908 159",N/A,N/A,N/A
Gemma Simms (Little Gemms),N/A,"I have 3 children of my own aged 19, 15 and 12. I understand how important it is to have the right person look after your pride and joy in a homely, fun environment. I left school and trained as a nursery nurse, then worked…","Abram, Wigan, WN2, 07734915065",N/A,N/A,N/A
Gems Childminding (Gemma Mack),N/A,"My name is Gemma Mack and I live on Cranfield Road, Hawkley Hall, Wigan. Just a small walk away from the canal and other woodland areas for some great adventures. I live in a detached house with my wonderful partner who is also my assistant,…","Hawkley Hall, Wigan, WN3, 07445874322, 01942 732226",N/A,N/A,N/A
Get Along Before & After school Club,"Get Along opens Monday to Friday, term-time only","Get Along provides before & after school care for the children attending Millbrook Primary School and our pre-school, Play Along. Get Along has been a successful club for the past 23 years, we do not have a large staff turnover, providing consistency for the children.…","Elmfield, Shevington, Wigan, Lancs, WN6 8DL, 01257 401030",N/A,N/A,N/A
Gilded Hollins Community School - Breakfast and After School Club,N/A,"Gilded Hollins runs a breakfast club, 'Breakfast Buddies', in the school hall from 7:45am until 8:50am. A breakfast of toast, cereal and fruit juice is provided. Once pupils have eaten, there is the opportunity to catch up on homework, read quietly, watch a DVD, or…","Gilded Hollins School, St. Helens Road, Leigh, WN7 3PQ, 01942 678903",N/A,N/A,N/A
Golborne Community Primary School Out-of-School Club,N/A,"It provides a range of stimulating and creative activities in the safe and secure environment of the school, along with a calm and happy play environment in which children can engage socially with children from other year groups. The club operates from 7:30am–8:45am and from…","Talbot Street, Golborne, Warrington, WA3 3NN, 01942 726059",N/A,N/A,N/A
Golden Sunflowers Childminding,N/A,"I live with my husband Mark, we have 3 adult daughters and 4 grandchildren and a family-friendly pet dog. I have worked in childcare and education settings for over 20 years with children aged 2 years to 11 years. I have specialised in pastoral support,…","Wigan, Greater Manchester, WN2, 07535813425",N/A,N/A,N/A
Greenland's Breakfast Club & Aftercare at Garrett Hall Primary School,N/A,"We follow the EYFS framework and guidance for children aged 3-5 years. We aim to offer a range of activities and play opportunities to suit all age ranges and abilities in a safe and well supervised setting. Activities include arts and crafts, cookery, outside games…","Garrett Lane, Tyldesley, Manchester, Lancashire, M29 7EY",N/A,N/A,N/A
Hannah Mackintosh,N/A,"I have been an Ofsted Registered Childminder since 2007. I love the job I do, looking after all the children I mind. I offer a caring, safe and secure, home-from-home but fun learning environment for all my children to grow and play. I live on a…","Leigh, WN7, 07810 402154",N/A,N/A,N/A
Happy Days Childminding,N/A,I have been a Childminder for 9 years and I have my own 2 children who are 13 and 10. I promote healthy eating by offering a variety of snacks. We get out and about in the community daily and do lots of activities at…,"Leigh, WN7, 07706985696",N/A,N/A,N/A
Hawthorn House Childminding,N/A,"Hi, I'm Catherine and I have worked in Childcare for 20+ years, working in nurseries as well as a NVQ childcare assessor.  I am opening up a childminders in the next few months. I am catering for babies through to 5 years and I can…","Orrell, Wigan, WN5",N/A,N/A,N/A
Hazel Hughes,N/A,"My name is Hazel Hughes, I have been a Childminder for the past 17 years in the Orrell/Billinge area of Wigan. I work closely with the 2 local schools - Newfold Community Primary and St James' Catholic Primary, both situated on St James Rd in…","Billinge, Wigan, WN5, 07769262208",N/A,N/A,N/A
Heaven Sent Childcare,N/A,"I have been a registered childminder for 19 years. I have 1 child of my own who is 17 years old. I have an NVQ level 1, 2 and 3 and keep up to date with on-going courses. I am Ofsted registered and a Pacey…","Ince, WIGAN, WN3, 07976 782089, 01942 239792",N/A,N/A,N/A
Helen Dickinson,N/A,I provide childcare in a homely environment and have done so for the past 20 years. I care for children from under 1 up to 11 years old. All aspects of their development is catered for in a loving environment focusing on the child and…,"Winstanley, Wigan, WN3, 07983 632552",N/A,N/A,N/A
Helen Hewitt,N/A,"Graded 'Outstanding' in most recent Ofsted inspection. Information taken from latest Ofsted report: ""Arrangements for assessments are robust. The childminder has an excellent understanding of what children know and can already do. This helps her to plan fun and exciting experiences that motivate children to…","Marus Bridge, Wigan, WN3, 07940369807",N/A,N/A,N/A
Heron Day Nursery Out-of-School Club,N/A,We offer a before and after-school club for St Mary and St John Primary School and Mabs Cross Primary School. We run a holiday club which is available to all children from any school between ages of 4-11 years. We offer a wide range of…,"St. John's Centre, Brick Kiln Lane, Wigan, WN1 1XH, 01942 202198",N/A,N/A,N/A
Hilton Street Childcare - Out of School Care,N/A,"Breakfast club from 7:00am and After-school care up until 6:30pm. In the morning children are provided with breakfast cereals and toast. After school they have a home cooked meal. Children are cared for in our hall on the first floor of the building, separate to…","YMCA building, Hilton Street, Ashton-in-makerfield, Wigan, WN4 8PD, 01942 274684",N/A,N/A,N/A
Hindsford Wraparound Care,N/A,"For more information about Hindsford Wraparound Care, please contact us on the details below.","Lodge Road, Atherton, MANCHESTER, M46 9BL, 07923 042333",N/A,N/A,N/A
Holly Tree Pre-school - Out of School Club,N/A,"Qualified staff drop off and collect from school daily in our own nursery transport, which is fully insured and equipped. Weather permitting, to support the Healthy Child initiative, we walk the children to school as a walking bus, ensuring each child is signed in and…","Holly Tree Nursery, St. James Old School, St. James Road, Orrell, Wigan, WN5 7AA, 01695 280237 / 01695 625780",N/A,N/A,N/A
Holy Family Catholic Academy - Wraparound care,N/A,"At breakfast club the children will be provided with a choice of breakfasts, either cereal or toast and a drink of either juice, milk, water, or hot chocolate. During Breakfast club, children will also have access to a range of activities including reading, colouring, and…","Holy Family Catholic Academy, Wigan Street, Platt Bridge, Wigan, WN2 5JF, 01942 704148",N/A,N/A,N/A
Holy Family Catholic Primary - Boothstown - Breakfast and After School Club,N/A,"The children enjoy a range of activities from indoor and outdoor games, dancing, art & craft. A maximum of 24 resource packs are purchased for each craft session. Only pre-booked children will be able to access the planned activities due to the availability of resources. Children…","Boothstown Holy Family Rc Junior & Infant School, Kendal Road, Worsley, Manchester, M28 1AG, 0161 790 2123 School number - use before 3:30pm, 07518 136165 Club number - use between 3:30pm-5:45pm",N/A,N/A,N/A
Holy Family Catholic Primary School (New Springs) - Morning Activity Club and After school Activities,N/A,"Our morning activity club is run in school every morning from 7:45am to 8:45am for children attending the school. At this point there is no food served during the session, it is activities only. The children will come in their school uniform and participate in…","Holy Family RC Primary School, Longfield Street, Aspull, Wigan, WN2 1EL, 01942 246376",N/A,N/A,N/A
"Honey Bear - Breakfast, After School and Holiday Club",N/A,"We drop off at school following the breakfast session which is open from 7:30am. We collect from school at your child's stated finishing time, walk back via a designated route to the Nursery where a tea time session including a snack tea is provided until…","14, Nel Pan Lane, Westleigh, Leigh, Lancashire, WN7 5JS, 01942 672258, 07452 955500",N/A,N/A,N/A
Hope Out of School Care,N/A,Caterpillar before and after school club Hope school also offers wrap around care for children aged 3-11 during term time. We are open from 8am each morning and then from 3.15pm -18.00 pm. If you are interested in this service please contact school and ask…,"Hope Special School, Kelvin Grove, Marus Bridge, Wigan, WN3 6SP, 01942 824150",N/A,N/A,N/A
Ince CE Primary - Breakfast Club,N/A,"Our Breakfast Club is for children attending Ince CE Primary School and Nursery and runs Monday-Friday 8:00am - 8:45am at a cost of £2.00 per child, per session. Further details are available from the School Office Please click the link to see our latest Ofsted Report.","Ince In Makerfield C Of E Junior & Infant School, Charles Street, Ince, Wigan, WN2 2AL, 01942 704129",N/A,N/A,N/A
Jack in the Box Day Nursery (Wigan) Ltd - Out of School Care,N/A,"We offer a breakfast club, after-school club and holiday club during school holidays, for children aged from 4 to 11 years. The holiday club runs along side Platt Bridge School holidays and includes breakfast, two snacks and tea. Parents must provide a packed lunch. Please…","81, Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 707195",N/A,N/A,N/A
Jacqueline Seddon,N/A,"Hi, my name is Jacky. I have been a registered childminder since 1991 and enjoy every aspect of the job. My main priority is the welfare and development of every child as an individual. I provide stimulating play, activities and outings daily, working with each…","Atherton, Manchester, M46, 01942 882473, 07773 881 603",N/A,N/A,N/A
Janice Gibney,N/A,"I have been childminding since 1999 and have worked with children for nearly 30 years being NNEB trained. I have a purpose built playroom which is equipped for all ages of children, an outdoor play area which is safe and secure. I am a caring…","Tyldesley, Manchester, M29, 01942 575848, 07701 062763",N/A,N/A,N/A
Jayne McNish,N/A,Please contact the Childminder directly for more information.,"Tyldesley, Manchester, M28, 0161 799 5244, 07748 131316",N/A,N/A,N/A
Jennifer Taylor,N/A,"I live with my Husband, 15-year-old son and 10-year-old daughter. I aim to provide a clean, safe, caring environment in a relaxing family home. I provide a full range of resources from toys, books, paints, play dough etc. I have a fully contained outdoor play…","Lowton, Warrington, WA3, 01942 270178, 07899 695040",N/A,N/A,N/A
The Jigsaw Club Ltd (Marus Bridge Primary School),N/A,The Jigsaw Club offers Breakfast and After-school care for school aged children attending the school. Based within Marus Bridge Primary School. Breakfast Club opens at 7:30am. After school club closes at 6pm. A healthy breakfast and afternoon snack are provided with refreshments. The children are…,"c/o Marus Bridge Primary School, Kelvin Grove, Marus Bridge, WIGAN, Lancashire, WN3 6SP, 01942 375808",N/A,N/A,N/A
Joanne Lawrie,N/A,"I am a qualified Nursery Nurse and have worked with children for the past 20 years. I became a childminder after having my own daughter 11 years ago. I live with her and my husband opposite Ashfield Park where we go and play, have picnics…","Standish, Wigan, WN6, 01257 421 265, 07772 762421",N/A,N/A,N/A
Joanne Paxton,N/A,"I have 18 years experience of Childminding. I have a 5-year-old son and care for younger children. I have a playroom and large back garden with outdoor toys. In the school holidays, we go to parks, trampolining, swimming, cinema, local farms and indoor play areas. I…","Astley, MANCHESTER, M29, 01942 702850, 07852 910 635",N/A,N/A,N/A
Joanne Waywell,N/A,"I have over 17 years experience in childcare and been the manager of a Private Day Nursery for the last 8 years. It was a small, family run nursery where I have been lucky enough to still spend time with children and lead by example…","Hindley, Wigan, WN2, 07874 807591",N/A,N/A,N/A
Joe's Zone At St Joseph’s Catholic Primary School - Out-of-School Care,N/A,"Breakfast and after-school care is provided on the school premises by Joe's Zone. They open Monday to Friday at 7.15am until the start of the school day and open again at the end of the school day until 6pm, term time only. Registration and information packs…","Mather Lane, Leigh, WN7 2PW, 01942 606395",N/A,N/A,N/A
John Charles Shone,N/A,This Childminder has not added any information to their page. Please contact them on the details below for more information.,"Tyldesley, Manchester, M29, 01942 886810",N/A,N/A,N/A
Josie Smith,N/A,I have been a childminder for over 30 years. I endeavour to provide a home from home environment where children are encouraged to develop within their own needs and abilities. The children have access to their own indoor and outdoor play areas which are stocked…,"Leigh, WN7, 01942 607726, 07901 836376",N/A,N/A,N/A
Judith Richardson,N/A,"I have been a registered Childminder since 2010 and I work alongside my husband, Ben. We live in a lovely smoke-free, pet-free home. We offer a very homely service and the children are extremely happy and comfortable with us. We have great relationships with our…","Hindley Green, Wigan, WN2, 07912 227520, 07912 227520",N/A,N/A,N/A
Julia Davies,N/A,I am based in Shevington and drop off and pick up from Millbrook primary school. I offer full and part-time places for children aged 0-5 as well as before and after-school care.  I work from 7:30am-5:30pm but am happy to discuss times outside of these…,"Shevington, Wigan, WN6, 07505664104",N/A,N/A,N/A
Julie Coop,N/A,"I have completed my NVQ Level 3 in Children's Care, Learning and Development. I have also completed a Paediatric First Aid course and Children’s Safeguarding course. As these are mandatory courses, they are regularly kept up to date and renewed every 3 years as required. I…","Winstanley, WIGAN, Lancs, WN3",N/A,N/A,N/A
Julie Dutson,N/A,"I take care of children of school age for breakfast and after-school club. I can also offer holiday care, please contact me regarding this. I have experience of working with disabled children, and children with autism. Any child is welcome in my home. My home is…","Tyldesley, Manchester, M29, 01942 875564, 07512 785570",N/A,N/A,N/A
Jumping Jacks Before and After School Club,N/A,"We offer our before and after-school club to children at Lowton West Primary School. At our before and after-school clubs children arrive and are given a snack meal. After this a wide variety of activities take place, for example; board games, team games, arts and…","Church Lane, Lowton, Warrington, WA3 2RZ, 01942 513345",N/A,N/A,N/A
Karen Lyon,N/A,"I have been married for 33 years and have 2 lovely daughters aged 22 and 16. I offer a fun loving, home from home environment, love and nurture all of the children in my care and treat them as my own. My sole aim is…","Appley Bridge, Wigan, WN6, 01257 252338, 07766 270586",N/A,N/A,N/A
Karen's Childminding,N/A,"I’ve been childminding for nearly 9 years now and have a well-equipped playroom for my children. I do the daily school run to and from the local primary school - Garrett Hall. For more information, please contact me via the details below.","Tyldesley, Manchester, M29, 01942 877416, 07921 629194",N/A,N/A,N/A
Kelly Fitzsimmons,N/A,"I offer quality care for children from birth onwards in a warm, friendly home-from-home setting. My aim is to promote children's development through play and exploration whilst following the EYFS (Early Years Foundation Stage) framework. The children I care for settle quickly, are very happy…","Wigan Central, Wigan, WN1, 07492 486161",N/A,N/A,N/A
