Title,Schedule,Description,Location,Phone,Email,Website
Baby Massage,Tuesdays 9.45am and Wednesdays 11am,"Suitable from birth until pre-walking. Helps with bonding, wind, colic, reflux and more. Includes a bottle of massage oil and handouts with details of massage strokes. Includes songs, rhymes and a little sensory play.","Tyldesley Pelican Centre, Castle Street, Tyldesley, Manchester, M29 8EG, 07841866860",N/A,N/A,N/A
Baby Massage,Wednesdays 1:30-2:30pm,Suitable for babies age 6 weeks - 6 months. Learn different massage techniques for your baby. Booking is essential. Please call 01942 767503 option 2 to book.,"Douglas Valley Nursery, Turner Street, Scholes, Wigan, WN1 3SU, 01942 767503",N/A,N/A,N/A
Baby Massage - Atherton,Monday 9.30am - 10.30am,Baby Massage  6 weeks - 6 Months                                      This is a nice way to bond with your baby and learn some relaxing massage techniques that you can do at home through nurturing touch. Mondays 9.30am - 10.30am at Atherton Start Well Family Centre. Please call to book…,"Formby Avenue, Atherton, M46 0HX, 01942879012",N/A,N/A,N/A
Baby Massage - Golborne Linked Site (Term Time Only),Monday 1:00-,A nice way to bond with your baby and learn some relaxing messaging techniques that you can do at home through a nurturing touch for ages 0-6 months.,"Golborne Community Primary School, Talbot Street, Golborne, WA3 3NN, 01942 777705",N/A,N/A,N/A
Baby Massage - Leigh (Term Time Only),Wednesday's 1.30-2.15pm,Wednesday's 1.30-2.30pm 0-6 months Booking Required,"Westleigh Lane, Leigh, WN7 5NJ",N/A,N/A,N/A
Baby Massage - Westleigh (Term Time Only),Friday's 9.30-10.15am,A nice way to bond with your baby and learn some relaxing messaging techniques that you can do at home through a nurturing touch for ages 0-6 months.   Friday's 9.30-10.15am Booking required.,"Westleigh Start Well Family Centre, Westleigh Lane, Leigh, Leigh, WN7 5NJ, 01942 260628 Opt1",N/A,N/A,N/A
Baby Massage Ashton,Thursdays 9.30 - 10.30am,4 week course for baby massage. This is a great way to bring you and your little one closer.  Trust and communication develops as you interact with your baby.  Your calming touch will make your baby feel loved and cared for too.  Your baby will…,"Wigan Road, Ashton in Makerfield, Wigan, Greater Manchester, WN4 9BH",N/A,N/A,N/A
Baby Massage Hindley,Tuesdays 10.00am until 11.00am,Baby massage is a great way to bring you and your little one closer.  Trust and communication develop as you interact with your baby.  Your calming touch will make your baby feel loved and cared for too.  Your baby will also feel relaxed during massage. …,"Mornington Road, Hindley, Wigan, Greater Manchester, WN2 4LG",N/A,N/A,N/A
Baby Stars,Tuesday's 1:30-2:30pm,"A fun stay and play session for ages 3-12 months. Term time only. Drop in session, no booking required. Please ring 01942 767503 option 2 to check this session is running before making your journey.","Ince Start Well Family Centre, Charles Street, Wigan, WN2 2AL",N/A,N/A,N/A
Baby Yoga,Tuesdays 11am and Wednesdays 9.45am,Suitable from 6-8 week check - please note that if you have had a c-section we advise waiting until you are at least 10 weeks postpartum. The ideal age for this session is from 12 weeks until pre-walking - however if you would like to…,"Castle Street, Tyldesley, Manchester, M29 8EG, 07841866860",N/A,N/A,N/A
Back to Basics Play Session - Astley Tot’s Plot,Thursdays 1.30pm - 2.30pm,Back to Basics Play Session - Astley Tot’s Plot Thursdays 1.30pm - 2.30pm Come along to a fantastic physical indoor and outdoor session for children 18 months - 4 years. No need to book just turn up. For more information contact us on 01942 879012…,"Parkfield Ave, Astley, M29 7EF",N/A,N/A,N/A
Be Well Advisors - Atherton,Mondays 9am - 12pm,"Be Well Advisors - Atherton Start Well Family Centre Mondays 9am - 12pm Drop in for more information on weight management, mental health, stop smoking and alcohol reduction.","Formby Avenue, Atherton, M46 0HX",N/A,N/A,N/A
Big About Kids CIC,N/A,At BIG About Kids we're devoted to giving our community and its families the best opportunities we can. We hold sessions for pre schoolers weekly and organise amazing local community events through the year! Please visit the website below for more information and to book…,"Wigan Council, Ashton Library, Wigan Road, Ashton-in-makerfield, Wigan, WN4 9BH",N/A,N/A,N/A
Big Cook Little Cook - Westleigh - (Term Time),Thursday's 10:00-12:00pm,Thursday's 10:00-12:00pm 2 years + Booking Required,"Westleigh Start Well Family Centre, Westleigh Lane, Leigh, Leigh, WN7 5NJ",N/A,N/A,N/A
Breastfeeding Drop In - Atherton,Tuesdays 9.30am - 10.30am,"Breastfeeding Drop In - Atherton Start Well Family Centre Tuesdays 1pm - 2.30pm A Friendly drop-in group for pregnant ladies and breastfeeding mums offering support and advice. Our sessions are facilitated by the infant feeding team, we can support with positioning and attachment, expressing and…","Formby Avenue, Atherton, M46 0HX, 01942879012",N/A,N/A,N/A
Bump and Buggy Walk - Atherton,Thursdays 9.30am - 10.30am,"Thursdays 9.30am - 10.30am Bump & Buggy Walk - Meet at Atherton Start Well Family Centre A Free Walk – suitable for pregnant ladies & babies in buggy's to get out and about with our fun, friendly guided health walks! They are a great way…","Formby Avenue, Atherton, M46 0HX, 01942879012",N/A,N/A,N/A
Childcare and Community Centre,N/A,Children and Community Centre Ashton and District (CCCAD) is a non-profit organisation. The Centre serves the local community in a variety of ways from providing childcare services through interest sessions for teenagers to fitness and social groups for elderly people. Childcare and Community Centre aims…,"Hilton Street, Ashton-in-makerfield, Wigan, WN4 8PD, 01942 274684",N/A,N/A,N/A
Childminder drop-in - Golborne (term-time only),Monday 9:30am-11:30 am & Wednesday 11:15am-2:00pm,"An opportunity for local childminders to meet and share best practice. A chance for the children in their care to enjoy some social time, games and stories with their friends.","Talbot Street, Golborne, WA3 3NN, 01942 777705",N/A,N/A,N/A
Childminder Drop-In - Tyldesley,Mondays 9.30am - 11.30am,"Childminder Drop-In at Tyldesley Linked Site An opportunity for local childminders to meet and share best practice. Also a chance for the children in their care to enjoy some social time, games and stories with their friends. No need to book, just come along.","Poplar Street, Tyldesley, M29 8AX, 01942 879012",N/A,N/A,N/A
Childminder Drop-In - Westleigh (Term Time Only),Tuesday 9:00-11:30am,"An opportunity for local childminders  to meet and share best practice. A chance for the children in their care to enjoy some social time, games and stories with their friends","Westleigh Start Well Family Centre, Westleigh Lane, Leigh, WN7 5NJ, 01942777705",N/A,N/A,N/A
Childminder Drop-In Session - Atherton,Wednesdays 9am - 11.30am,"Childminder Drop-In at Atherton Start Well Family Centre Wednesdays 9:00am-11:30am An opportunity for local childminders to meet and share best practice. Also a chance for the children in their care to enjoy some social time, games and stories with their friends. No need to book -…","Formby Avenue, Atherton, M46 0HX, 01942879012",N/A,N/A,N/A
diddi dance Wigan & Leigh,N/A,"At diddi dance we realise and encourage endless enthusiasm and energy in an action packed, full of fun 45-minute dance class. To see if your toddler will enjoy it why not contact your local diddi dance today. Please visit their website below for full information…",N/A,N/A,N/A,N/A
Funday Monday - Leigh (Term Time Only),Monday's 3.30-4.30pm,Offering opportunities to access a range of activites as well as meeting new friends! For 0-8 years. Monday's 3.30-4.30pm. No need to book just turn up.,"Windermere Road, Leigh, WN7 1UY, 01942 777705",N/A,N/A,N/A
Game On! - Westleigh - (Term Time Only),Friday 3.30-4.30pm,Great way to have some fun before the weekend starts! Friday's 3.30-4.30pm 4-8 years Drop In,"Westleigh Lane, WN7 5NJ",N/A,N/A,N/A
Helping Hands Family Support - Westleigh,Thursday 1-4pm,"for advice and support on a variety of topics including; behaviour, toileting, sleep, routine and much more!","Westleigh Lane, Leigh, WN7 5NJ",N/A,N/A,N/A
Higher Folds Community Centre,N/A,"We exist to promote the physical, social, cultural and economic betterment of the Higher Folds Estate and surrounding areas. Grocery Everyone is welcome at Higher Folds Food Grocery. No membership required Little Library Kerry's Corner is Higher Folds very own 'Little Library.' Available for everyone…","Stirling Close, Leigh, LEIGH, LANCASHIRE, WN7 2UB",N/A,N/A,N/A
Infant Massage - Orrell,Friday afternoon - 13:00pm - 14:00pm,It is run by our Early Years Workers Contact the centre for more information or to register an interest. Booking is essential,"St James Road, Orrell, Orrell, Wigan, WN5 7BD, 01942 488000",N/A,N/A,N/A
Infant Massage - Westfield,Mondays 09:15am to 10:15am,It is run by our Early Years Workers Contact the centre for more information or to register an interest. Booking is essential,"110 Ridyard Street, Montrose Avenue, Wigan, WN5 9RQ, 01942 488000",N/A,N/A,N/A
Infant Massage - Worsley Mesnes,Tuesday mornings 9:15am - 10:15am,Enhances bonding and attachment between parent and baby.,"Clifton Street, Worsley Mesnes, Wigan, WN3 5HN, 01942 488000",N/A,N/A,N/A
Introducing Solid Foods Workshop,Last Thursday of the month - 1.00pm-2.30pm,This free workshop takes place the last Thursday of the month. Gain information and support around infant feeding from our local Health Visiting team. Booking is essential. Please call 01942 767503 option 2 to book.,"Ince Start Well Family Centre, Charles Street, Wigan, WN2 2AL, 01942 767503",N/A,N/A,N/A
Let's Move With Your Baby - Leigh (Term Time Only),Wednesday 11:00-11:45am,A session dedicated to supporting the physical development of babies through a rang of fun activities for ages 6 -14 months.,"Market Street, Leigh, Golborne, WN7 1EB, 01942777705",N/A,N/A,N/A
Let's talk with your baby,Fridays 9:30-10:30 & 11-12,An interactive 8 week course focusing on language and communication with your baby through weekly themed activities. For babies age 3-12 months. Booking is essential. Please telephone 01942 767503 option 2 to book.,"Charles Street, Ince, Wigan, WN2 2AL, 01942 767503 ext2.",N/A,N/A,N/A
Let's Talk With Your Baby - Hope,Monday afternoon - 13:45 pm - 14:45 pm,Sessions consists of fun activities to promote language & communication.  Sessions are run for 8 weeks.  Booking is required,"Clifton Street, Poolstock, Wigan, WN3 5HN, 01942 488000",N/A,N/A,N/A
Let's Talk With Your Baby - Westfield,Thursday afternoon - 13:45pm to 14:45pm,Sessions consists of fun activities to promote language & communication.  Sesions are run for 8 weeks.  Booking is required.,"Ridyard Street, Worsley Hall, Wigan, WN5 9RQ, 01942 488000",N/A,N/A,N/A
Lets Talk with your Baby - Leigh (Term Time),Monday's 1.15-2.15pm,"Helping your baby to develop their communication skills. Lots of exciting things to do including messy play, tummy time, water play, twinkle lights and making footprints. Meet with other parents, share ideas and support","Windermere Road, Leigh, WN7 1UY, 01942777705",N/A,N/A,N/A
Lil Explorers - Exploring The World 0-5 years - Golborne (Term Time Only),Monday 10.00-11.00am,An amazing new drop in session tailored to offer those real life experiences through play and learning! For 0-5 years. (Playing with real food resources / things found outside) Followed by weekly themes to cater to networking with other services and learning about what is…,"8, Silcock Street, Golborne, WA3 3NN",N/A,N/A,N/A
Little Stars - Stay & Play,Thursdays 1:30-2:30pm,Drop in session. No booking required. Term time only. Please call ahead to check this session is running - 01942 767503 option 2.,"Beech Hill Primary School, Netherby Road, Scholes, Wigan, WN6 7PT, 01942 767503 option 2",N/A,N/A,N/A
Lowton St Mary’s Community Hall,N/A,Please visit the webiste to see what activities are taking place at Lowton St Mary’s Community Hall,"77, Newton Road, Lowton, Warrington, WA3 1EL",N/A,N/A,N/A
MatCH - Tyldesley,Saturdays 10am - 12pm,MatCH - Tyldesley Linked Site Saturdays 10am - 12pm A chance for Dad's and male carers to get to know each other and have fun with their children 0 - 10 years To book call 01942 879012/ 07825 832685,"Poplar Street, Tyldesley, M29 8AX",N/A,N/A,N/A
Messy Explorers - Tyldesley,Tuesdays 1.00pm - 2.00pm,Messy Munchkins - Tyldesley Tuesdays 1.00pm - 1.45pm & 2.15pm - 3.00pm A fun and messy interactive session where children can explore and learn the importance of messy play. For children 6 - 18 months. To book please contact us on 01942 879012/07825 832685,"Poplar Street, Tyldesley, M29 8AX",N/A,N/A,N/A
Messy Monsters - Leigh (Term Time Only),Monday - 10am to 11am,Delivered by our very own volunteers. Drop In.,"Windermere Road, Leigh, WN7 1UY, 01942 260628 option 1",N/A,N/A,N/A
Mini Maestros Hindley Nursery School,Tuesdays 11.30am until 12.15pm,"Mini Maestros music classes are a perfect mix of exciting activities including live music, puppets, music and singing.  Classes also help to introduce playing together, sharing, turn taking and allow your child to experience the joy of music.  These classes build on listening skills, imagination,…","Mornington Road, Hindley, Wigan, Greater Manchester, WN2 4LG",N/A,N/A,N/A
Mini Maestro’s - Tyldesley,Wednesdays 11.00am - 11.45am,Mini Maestro’s -Tyldesley Wednesdays 11.00am - 11.45am Come along and join us for a fun musical session for children ages 2+. £2 per child and £1 per additional child. No need to book just turn up. For more information call us on 01942 879012 Popular…,"Poplar Street, Tyldesley, M29 8AX",N/A,N/A,N/A
Moo Music,Tuesdays 1:30-2:10pm,"A fun and interactive music session for children aged 1-4 years. Help your child to develop memory, language and coordination skills. Booking is essential. Days and venues vary each term. Please call 01942 767503 option 2 for the latest information.","Netherby Road, Beech Hill, Wigan, WN6 7PT, 01942 767503 option 2.",N/A,N/A,N/A
Moving Mayhem! - Bedford & Higher Folds (term time only),Wednesday 9.30am - 10:45am,Join us for a Wednesday morning wake up call as we get active with a range of physical activities. Fun for all the family Please note the there will be no session on Wednesday 21st March 2024.,"Stirling Close, Siddow Common, Leigh, WN7 3ET, 01942 777705",N/A,N/A,N/A
Namaste Baby & Me,Monday's 10.00-1.00am,Monday's 10:00-11:00am 6 weeks - 12 months 6-8 week check needed.,"Westleigh Start Well Family Centre, Westleigh Lane, Leigh, Leigh, WN7 5NJ",N/A,N/A,N/A
Outdoor Explorers - Leigh (Term Time),Friday's 10:00-11:00am,"Join us for an outdoor adventure as we discover new places! Each one tailored to a story, craft or story. Bev from Be Well will join us on certain dates. Due to health and safety dogs are not allowed during Outdoor Sessions. Friday's 10:00-11:00am Drop…","St Helens Road, Leigh/Golborne, WN7 3UA",N/A,N/A,N/A
Physical Babies - Westfield,Tuesday 1:00 - 2:00pm,"Ran weekly with different activities each week, this is a fun session that supports baby's physical development.","Netherby Road, Beech Hill, Wigan, WN6 7PT",N/A,N/A,N/A
Pram Push,Drop in on Monday's between 15th April - 20th May 2024.,"Open to all ages. Get out and about with our fun, friendly guided health walks! Meet at Ince Start Well Family Centre at 9:30am.","Ince Start Well Family Centre, Charles Street, Wigan, WN2 2AL",N/A,N/A,N/A
Pregnancy Yoga,Thursdays 6.30pm,"Pregnancy yoga classes start live in person from 20th May 2021 at Tyldesley Pelican Centre, Tyldesley. Thursdays 6.30 - 7.30pm They are easily accessible from Astley, Atherton, Walkden, Boothstown, Leigh, and other areas of Manchester. Taught by a level 3 qualified postnatal/antenatal yoga teacher, these…","Castle Street, Tyldesley, Manchester, M29 8EG, 07841866860",N/A,N/A,N/A
Ready Steady Play,Wednesday mornings - 09:15am - 10:15am,Sessions run for children ready to access 2 year old nursery funding.  This promotes skills for school readiness for children and parents.  There are 4 sessions.  Booking is required.  Please ring the centre to go onto the next waiting list.,"110 Ridyard Street, Worsley Hall, Wigan, WN5 9RQ, 01942488000",N/A,N/A,N/A
Ready Steady Play.,Mondays 1-2:30pm,Come along and join in our fun stay and play session for children aged 16 months - 3 years.   Drop in each Monday between: 15th April - 20th May (Excluding bank holidays)   No booking required. Term time only. Please call ahead to check this…,"Charles Street, Wigan, WN2 2AL",N/A,N/A,N/A
SEN Sensory - Golborne (Term Time Only),Thursday's 3.30-4.30pm,"A session designed around offering support to families around behavioural concerns, development, speech delay/ a diagnosis. For 2-8 years old. For further information please contact Robyn on 01942 777705.","Talbot Street, WA3 3NN, 01942777705",N/A,N/A,N/A
SEN Sensory - Westleigh - (term time),Tuesday 1.00-2.00pm,SEN Sensory has been designed to support families whose children have concerns over their child's development. Tuesday's 1.00-2.00pm 2 years + Drop In,"Westleigh Start Well Family Centre, Westleigh Lane, Leigh, WN7 5NJ",N/A,N/A,N/A
Sensory - Golborne (Term Time Only),Friday's 2.30-3.15pm,A stimulating sensory session ages 6 months+,"Talbot Street, WA3 3NN, 01942777705",N/A,N/A,N/A
Sensory - Westleigh - (Term Time Only),Thursday's 1.45-2.30pm,"To discover yoga and relaxation together. We will have a new yoga adventure every time, following different stories. Thursday's 1.45-2.30pm Booking required","Windermere Road, Leigh, WN7 1UY",N/A,N/A,N/A
Sensory Garden at Ince Start Well Family Centre,Mondays - Thursdays four time slots between 9:30am - 3pm (Depending on availability),Our sensory garden is now open for registered families. You can register your family online here:  Register for Start Well Children's Centres Opening times will be Monday - Thursday 9:30-3:00pm. We will have four time slots available. Booking is essential. Please contact the centre on…,"Charles Street, Ince, Wigan, WN2 2AL, 01942 767503",N/A,N/A,N/A
Sensory Peepo's,Fridays 9:30 - 10:30am,"Sensory session for babies age 0-12 months. Explore colours, lights and textures.","Standish Library, Cross Street, Beech Hill, Wigan, WN6 0HQ, 01942 767503 option 2",N/A,N/A,N/A
Sensory Room Bookings - Westfield,Tuesday and Thursday afternoons,"A drop in session, where Parents can meet other new Parents, explore our sensory area and learn more about what the Centre has to offer.","110 Ridyard Street, Worsley Hall, Wigan, WN5 9RQ",N/A,N/A,N/A
Snuggle & Sing - Leigh Library (Term Time Only),Tuesday 11:00am - 11.45am Wednesday's 9.45-10.30am,From Birth to Just starting to walk. Come along and join us at Leigh library for some singing. Tuesday's 11am-11.45am Drop In Wednesday's 9.45-10.30am Please note Wednesday's session will replicate Tuesday's session and we ask that you only attend one.,"Market Street, Leigh, WN7 1EB, 01942 777705",N/A,N/A,N/A
Snuggle and Sing - Golborne (Term Time),Monday's 2.15-3.00pm,Monday's 2.15-3.00pm Birth - Just starting to walk Booking Required,"Talbot Street, Golborne, WA3 3NN",N/A,N/A,N/A
Soft Play Room - Standish Library,A range of weekly time slots are available.,Weekly time slots are available. Please call 01942 767503 option 2 to book a time slot.,"Standish Library, Cross Street, Standish, Wigan, WN6 0HQ, 01942 767503 option 2",N/A,N/A,N/A
St Thomas Church Ashton,N/A,Please visit their website provided and take a look at the Young Peoples activities taking place at St Thomas Church.,"18, Warrington Road, Ashton-in-makerfield, Wigan, WN4 9PL",N/A,N/A,N/A
St Thomas Parent and Toddler Group - Bedford & Higher Folds (term time only),Wednesday's 9:30-11:00 & Thursday's 9:30-11:00am,Fun filled activity. Please phone 01942 777705 for more information,"Kenwood Avenue, Leigh, WN7 2LN",N/A,N/A,N/A
Stay and Play - Westleigh (Term Time),Friday's 1.15-2.15pm,"A different range of activities, theme based will be offered every week to support children’s development and school readiness. Friday's 1.15-2.15pm 0-5 years Booking Required Please phone 01942 777705 for more information or to book.","Westleigh Start Well Family Centre, Westleigh Lane, Leigh, Leigh, WN7 5NJ",N/A,N/A,N/A
Story & Rhyme - Orrell Newfold School,Friday mornings 09:15am - 10:00am,Come & join our families to enjoy a weekly fun filled story time session.,"St James Road, Orrell, Wigan, WN5 7BD",N/A,N/A,N/A
Story & Rhyme - Tyldesley,Tuesdays 9.30am - 10.30am,Story & Rhyme - Tyldesley Linked Site Tuesdays 9.30am - 10.30am Come along enjoy some fabulous stories and crafts for children 2+ years (younger siblings always welcome). No need to book just turn up. Please book by calling 01942 879012.,"Poplar Street, Tyldesley, M29 8AX, 01942879012",N/A,N/A,N/A
Story Time - Golborne (Term Time),Friday's 12.45-1.45pm,Friday's 12.45-1.45pm 0-5 years Drop In,"Westleigh Start Well Family Centre, Tanners Lane, Leigh, Leigh, WA3 3QW",N/A,N/A,N/A
Story Time - Leigh (Term Time Only),Tuesday 9:30am-10:30am,"Stories, Singing & Crafts for children 0-5 years Drop In no need to book","Market Street, Leigh, WN7 1EB, 01942 777705",N/A,N/A,N/A
Story Time - Standish Library,Standish Library - Mondays 10-11am - Drop in session. No booking required. Selected dates only. Please ring 01942 767503 option 2 for the lasted list of dates.,Come along and join in a range of fun stories and activities suitable for children aged 0-5years. Drop in session. No booking required.  Selected dates only. Please ring 01942 767503 option 2 for the lasted list of dates.,"Cross Street, Standish, Wigan, WN6 0HQ, 01942 767503 option 2",N/A,N/A,N/A
Story Time - Wigan Library,Thursdays 10:30-11:30pm,Come along and join in a range of fun stories and activities suitable for children aged 0-5 years. Drop in session. No booking required. Term time only. Please call ahead to check this session is running - 01942 767503 option 2.,"Wigan Life Centre, The Wiend, Wigan, WN1 1NH",N/A,N/A,N/A
Tiny Tots at Higher Folds Community Centre,N/A,Join us each week for a mix of fun and learning activities suitable for 0-2 year olds and parents.Please visit their Facebook page below for full information.,"Stirling Close, Leigh, LEIGH, LANCASHIRE, WN7 2UB",N/A,N/A,N/A
Toddler Rave - Atherton,Mondays 1.30pm - 2.15pm,"Toddler Rave - Atherton Start Well Family Centre Mondays 1.30pm - 2.15pm For children 2 - 4 years, using lots of different music, exploring sounds and lights listening to the beat enjoying freestyle activities, helping your child to build confidence, self esteem and to build…","Formby Avenue, Atherton, M46 0HX",N/A,N/A,N/A
Tots Stay and Play Hindley,Thursdays 10.00 - 11.00am,"This weekly session helps support your child's development and learning skills through play.  With a large variety of different ttoys and activities, i.e. role play, active play,creastive play, sensory play - whatever your child wants to do we have it covered.  This is a great…","Mornington Road, Hindley, Wigan, Greater Manchester, WN2 4LG",N/A,N/A,N/A
Tots Stay and Play Platt Bridge,Wednesdays,"This weekly session helps support your child's development and early learning skills through play.  With a large variety of different toys and activities, i.e. role play, active play, creative play, sensory play - whatever your child wants to do we have it covered.  This is…","Victoria Street, Platt Bridge, Wigan, Greater Manchester, WN2 5AH",N/A,N/A,N/A
Vitamins,Monday to Friday between 9:00am and 4:00pm,"We offer free vitamins for Expectant Mums and Breastfeeding Mums as well as Children's Vitamins from 0 to 5 Years. These can be collected between 9:00am and 4:00pm from either:- Family Hub at The Meadows, 110 Ridyard Street, Worsley Hall, Wigan, WN5 9RQ","110 - 116, Ridyard Street, Wigan, WN5 9RQ",N/A,N/A,N/A
Welcome Session/Family Brunch - Atherton,Thursdays 10.30am - 11.15am,"Brunch with Baby - Atherton Start Well Family Centre Thursdays - 10.30am - 11.15am An informal session for all families with new babies to come along to, chat, relax and enjoy a FREE tasty brunch and activities. No need to book, just come along.","Formby Avenue, Atherton, M46 0HX, 01942879012",N/A,N/A,N/A
Wiggles and Giggles Ashton,Thursdays 10.30 - 11.30am,"A weekly themed session which encourages communication through songs, rhyme and play.  Using the props provided, shake, bang and jiggle along to a variety of musical treats and then enjoy some free play.  Oh and bring some spare clothes because it could get messy!!","Wigan Road, Ashton in Makerfield, Wigan, Greater Manchester, WN4 9BH",N/A,N/A,N/A
Wiggles and Giggles Platt Bridge,Tuesdays 10.00am until 11.00am,"A weekly themed session which encourages communication through songs, rhyme and play.  Using the props provided, shake, bang and jiggle along to a variety of musical treats and then enjoy some free play. Oh and bring some spare clothes because it could get messy!","Rivington Avenue, Platt Bridge, Wigan, Greater Manchester, WN2 5NG",N/A,N/A,N/A
Wild Thyme Explorers,Wednesdays,"Learn new skills each week including bush crafts, cooking on the fire, bug exploring and more!   Booking is essential. Please call 01942 767503 option 2 to book.","Charles Street, Ince, Wigan, WN2 2AL, 01942 767503 option 2",N/A,N/A,N/A
Wrinkles and Dimples - Leigh (this is a drop-in session) (Term Time Only),Friday 9:30am - 11:30am,Drop in parent/carer & toddler group. Under 5's,"King Street, Leigh, Leigh, WN7 4LR, 01942 777705",N/A,N/A,N/A
The Yellow Door Community Library,Tuesday-Friday 9:30am - 12:00pm and the last Saturday morning of each month.,"We provide a bright, warm and welcoming space where children of all ages and their families can come and read and borrow books completely free of charge. We also have a range of toys, games and puzzles as well as dressing up outfits, and have…","Clifton Street Community Centre, Clifton Street, Worsley Mesnes, Wigan, WN3 5HN",N/A,N/A,N/A
Zumberoos - Hindley,Wednesdays 10am until 11am,"A weekly session for children who are steady on their feet.  You will dance, move and sing along to classic nursery rhymes and new songs using different props to enhance the music.  This session will introduce children to rhythm and rhyme focussing on developing a…","Mornington Road, Hindley, Wigan, Greater Manchester, WN2 4LG",N/A,N/A,N/A
