Title,Schedule,Description,Location,Phone,Email,Website
"Little Giggles Private Day Nursery & Preschool, Ince - Out of School Care",N/A,"Little Giggles is proud to announce the opening of its newest setting in Ince, Wigan. Our nursery is located in what was once Ince Town Hall on Ince Green Lane, Ince, Wigan. We offer breakfast and after-school club from Britannia Bridge Primary School in Ince-in-Markerfield.…","Formerly Ince Town Hall, Ince Green Lane, Ince, Wigan, WN3 4RJ, 01942 821960",N/A,N/A,N/A
Little Giggles Private Day Nursery and Preschool - Out of School Care - Leigh,N/A,"We have an impressive 10,000 square feet of bright, spacious and fully refurbished nursery and school-club space. The nursery is located on Grasmere Street a few minutes’ walk from Leigh town centre and serviced by the local bus routes. We offer breakfast and after-school club from Leigh…","Grasmere Street, Leigh, WN7 1XB, 01942 601208",N/A,N/A,N/A
Mere House Day Nursery Ltd - Out of School Care,N/A,"Mere House Day Nursery LTD has been running the out-of-school care for Nicol Mere school children since 2016. We offer breakfast and after-school club for children aged 4-11. We are a pack-away setting with child-led activites promoting health, learning and enjoyment.","Roman Road, Ashton-in-makerfield, Wigan, WN4 8DF, 01942 717694",N/A,N/A,N/A
Mighty Oaks @ New Lodge,N/A,N/A,"New Lodge, WN1 2ND, 01942 732821",N/A,N/A,N/A
Mighty Oaks Out of school club,N/A,"We provide afterschool service for children who are aged 5 and over until leaving primary school. Children who are in their reception year or under 5 can access afterschool facilities at our sister site, Little Acorns Day Nursery by contacting 01942 732821. Our new premises…","20, Upper Dicconson Street, Wigan, WN1 2AD, 01942 565002",N/A,N/A,N/A
Premier Education Holiday Club Aspull Church Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them. Many thanks.","Bolton Road, Aspull, Wigan, WN2 1QT",N/A,N/A,N/A
Premier Education Holiday Club Hindley All Saints Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Chapel Fields Lane, Hindley, Wigan, WN2 3QS",N/A,N/A,N/A
Premier Education Holiday Club Leigh St Mary's School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Walmesley Road, Leigh, WN7 1YE",N/A,N/A,N/A
Premier Education Holiday Club Lowton Junior & Infant School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Newton Road, Lowton, Warrington, WA3 2AW",N/A,N/A,N/A
Premier Education Holiday Club Sacred Heart Catholic Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Windermere Road, Leigh, WN7 1UX",N/A,N/A,N/A
Premier Education Holiday Club St Gabriel's Catholic Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Queensway, Leigh, WN7 2XG",N/A,N/A,N/A
Rebecca Louise Middlehurst,N/A,"I am an Ofsted Registered 'Good' graded childminder. I provide holistic, individualised care for children aged 0-12 incorporating the 7 areas of learning within a home-from-home environment that is safe, warm and welcoming.  I am linked to Beech Hill Primary School and provide after-school care…","Wigan, WN6, 01942 740132",N/A,N/A,N/A
St. Patrick's Catholic Primary School - Out of School Club,N/A,"St. Patrick's Catholic Primary School Out of School Club is for children attending the school We offer childcare before school, after school and during the holidays for children aged 3-11 years Breakfast Club is open from 7:30am until school time. The cost is £4.50 and…","St. Patricks Primary School, Hardybutts, Wigan, WN1 3RZ, 01942 244361, 01942 244363",N/A,N/A,N/A
Storytimes Private Day Nursery And Pre-School- After School and Holiday Care,N/A,N/A,"332, Hamilton Street, Atherton, Manchester, M46 0BE, 01942 888616",N/A,N/A,N/A
Top Chapel Day Nursery Ltd - Out of School Care,N/A,"Here at Top Chapel Day Nursery we provide high quality, flexible childcare for children aged 0-8 years in a safe hygienic environment. We are a family-run setting located in the heart of Tyldesley with easy access from the V2 bus route with available parking behind…","154, Elliott Street, Tyldesley, Manchester, M29 8FL, 01942 634009",N/A,N/A,N/A
Young Person's Centre @ Westfield Community School - Out of School Care,N/A,We have existed as the Young Person's Centre for the last 24 years and are very proud of our good name in Wigan. Our staff are 21 strong and are qualified. All staff are paediatric first aid trained - we have 'Millie's Mark' Accreditation. We also offer…,"Montrose Avenue, Wigan, WN5 9XN, 01942 776015",N/A,N/A,N/A
