Title,Schedule,Description,Location,Phone,Email,Website
Portage - A home teaching service,Monday - Friday 9:00am to 5:00pm,"Wigan Early Years Team support children with SEND from birth to the end of reception, part of this support offer is Portage. Portage is a home teaching service for young children who have an additional need and are not yet accessing a nursery provision. Portage…",N/A,N/A,N/A,N/A
Scope,N/A,"We provide support, information and advice to more than a quarter of a million disabled people and their families every year. We raise awareness of the issues that matter. And with your support, we'll keep driving change across society until this country is great for…",MK12 5NY,N/A,N/A,N/A
STEPS.CIC,Available Monday to Friday 9:00am - 4:00pm,"We are a vibrant, professional and forward thinking service, where the achievement and personal development of each individual is recognised and celebrated. We believe that all of our attendees deserve the very best opportunities that enable them to reach their full potential. Please visit their…","Hope Enterprise Centre, Wigan, WN5 0PN",N/A,N/A,N/A
Therapy and Specialist Support - Together Trust,Appointments can be arranged to meet individual needs,"We work collaboratively across a range of settings including special educational needs (SEN) and mainstream schools, social and residential services, to provide wrap around and coordinated support directly to children and young people and to those who support them (parents, carers, teachers, service staff).   …","Schools Hill, Cheadle, Stockport, Cheshire, SK8 1JE, 0161 283 4848",N/A,N/A,N/A
Thrive (HINDLEY) CIC,Monday to Friday (9am - 4pm),"THRIVE CIC specialise in providing an alternative quality service, offering opportunities for people aged 16 plus with support needs, enhancing life skills and strengthening quality of life through positive thinking and creative activities. We provide a variety of onsite sessions and workshops across Thrive's two…","office 2, Platt Lane, Hindley, Wigan, Greater Manchester, WN2 3PA",N/A,N/A,N/A
Together Trust,N/A,"The Together Trust is one of the North West’s leading disability charities. We help children, adults, parents and carers, delivering individual care, support and education to thousands of people each year.  At the Together Trust, our vision is a society where people thrive because they are…","Schools Hill,, Cheadle,, Cheshire, SK8 1JE, 0161 283 4848",N/A,N/A,N/A
True Colours CIC,N/A,"Support for adults with autism, learning disabilities and mental health’. True Colours ensure everybody has the opportunity to have a valued, meaningful role in their community. We will encourage and motivate you to try new experiences, and give you greater choice and control in your…","True Colours C I C, Bengal Street, Leigh, WN7 1YA",N/A,N/A,N/A
Trust in Counselling & Therapies,Monday to Saturday from 9am to 8pm,"At Trust in Counselling and Therapies, we offer counselling services to children (age 4 and upwards), adults, and couples. We endeavour, as part of your initial assessment, to ensure that you are placed with a suitable therapist that meets your needs (unless you have a…","Inglestan, Brewery Lane, Leigh, Manchester, WN7 2RJ",N/A,N/A,N/A
Wigan Central Neighbourhood Family Hub (The Meadows),Open Monday to Friday,"Launched on 14th October 2023, Wigan Central Family Hub is the first of seven family hub networks across the borough.  Family hubs will operate as a network of services within your neighbourhood to provide accessible and connected services and support to all families. These services…","110-116, Ridyard Street, Wigan, WN5 9RQ, 01942 488000",N/A,N/A,N/A
Wigan Parent Carer Forum,Every Tuesday during Term Time,"We are passionate parents/carers of children with special needs and /or disabilities in Wigan working to ensure Education, Health and Social Care will be delivered in a way that reflects the views of parent/carers and young people, with the hope that children and young people…","Ashland House, Manchester Road, Ince, Wigan, Greater Manchester, WN2 2DX",N/A,N/A,N/A
