Title,Schedule,Description,Location,Phone,Email,Website
Leigh St Peter's CE Primary - Breakfast and After School Club,N/A,"Breakfast and after-school care is run by staff members on site. Breakfast club runs daily from 7:45am with last entry 8:30am. Children are offered breakfast and are taken through to class at the start of school time. Sessions are £1.50 per child, per morning.  After-school…","Leigh Street, Leigh, WN7 4TP, 01942 671442",N/A,N/A,N/A
Marsh Green Primary School Wraparound Care,N/A,"At Marsh Green we have a very nurturing ethos. We provide out-of-school care in a stimulating, well-planned and secure environment. Some of the costs can be met through childcare vouchers. Our 'Early Birds' Breakfast club opens from 7:30am until the start of school. Children are…","Marsh Green Primary School, Kitt Gren Road, Wigan, WN5 0EF, 01942 222016",N/A,N/A,N/A
Meadowbank Primary School - Out of School Club,N/A,"Meadowbank's breakfast and after-school clubs are for children attending the school, places for this provision are limited. We require booking for the whole half term and payment can be made in advance weekly or for the whole half term. For more information please contact the school…","Formby Avenue, Atherton, Manchester, M46 0HX, 01942 874271, 01942 895321",N/A,N/A,N/A
Newton Westpark Primary - Breakfast and After School Club,N/A,"The before school club runs from 8.00am in the morning until the start of the school day. The cost of this is £1* per child and includes toast and fruit juice. In addition since 2015, we have secured funding from the Charity Magic Breakfast who…","Newton Westpark Primary School, Tennyson Avenue, Leigh, WN7 5JY, 01942 606834",N/A,N/A,N/A
Orrell Holgate Primary - Breakfast and After school Club,N/A,"We run a breakfast club every morning from 7.30am in term time. As well as having cereal, toast and fruit the children can enjoy some relaxing activities such as board games, crafts and reading or  join in with physical activities in the hall and/or playground.…","Orrell Holgate Academy, Moor Road, Orrell, Wigan, WN5 8SJ, 01942 776670",N/A,N/A,N/A
Our Lady's R.C. Primary School - Breakfast Club & After-school Club,N/A,"Our Lady's R.C. Primary School provides a wide range of extra-curricular clubs which take place before school, at lunch times and after school. Our clubs include a range of activities, from sport to wellbeing; to drama and languages. The choice of club can change termly…","Holly Road, Aspull, Wigan, WN2 1RU, 01942 832299",N/A,N/A,N/A
Parklee Community Primary School - Bright Sparks Out-of-School Club,N/A,"Various sessions available, please visit our website below for more information.  Please click the link to view our latest Ofsted Report.","Wardour Street, Atherton, Manchester, M46 0AR, 01942 874203",N/A,N/A,N/A
Platt Bridge Community School - Breakfast and After School Care,N/A,"Platt Bridge Community School, Breakfast and After school care is for children who attend the school and are of school age.   Breakfast and after school club are booked and paid for through Parentpay. We no longer offer a drop in service at our Breakfast…","Rivington Avenue, Platt Bridge, Wigan, Greater Manchester, WN2 5NG, 01942 487999",N/A,N/A,N/A
Premier Education Holiday Club Aspull Church Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them. Many thanks.","Bolton Road, Aspull, Wigan, WN2 1QT",N/A,N/A,N/A
Premier Education Holiday Club Hindley All Saints Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Chapel Fields Lane, Hindley, Wigan, WN2 3QS",N/A,N/A,N/A
Premier Education Holiday Club Leigh St Mary's School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Walmesley Road, Leigh, WN7 1YE",N/A,N/A,N/A
Premier Education Holiday Club Lowton Junior & Infant School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Newton Road, Lowton, Warrington, WA3 2AW",N/A,N/A,N/A
Premier Education Holiday Club Sacred Heart Catholic Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Windermere Road, Leigh, WN7 1UX",N/A,N/A,N/A
Premier Education Holiday Club St Gabriel's Catholic Primary School,N/A,"This childcare provider has not yet updated their details on Our Town Directory. For queries, please contact fsd@wigan.gov.uk and we will endeavour to put you in touch with them.","Queensway, Leigh, WN7 2XG",N/A,N/A,N/A
Sacred Heart Catholic Primary Breakfast and After School Care,N/A,"Providing high quality before and after school childcare on site at Sacred Heart school. We invite children to come along and enjoy some fun, play with others and take part in social activities. Children attending nursery can also attend our before and after school club. …","Springfield Road, Wigan, WN6 7RH, 01942 231478",N/A,N/A,N/A
Shevington Vale Primary School - Stay and Play Before and After School Club,N/A,"The Stay and Play Club provides a safe, secure and caring environment, before and after school, where children have the opportunity to enjoy lots of fun activities or just simply relax with their friends. It is a fantastic opportunity for children to come together and…","Runshaw Avenue, Appley Bridge, WIGAN, Lancs, WN6 9JP, 07939195878",N/A,N/A,N/A
St Aidan's Catholic Primary School - Care Club Out of School Care,N/A,Children can attend from the age of three until they leave in year six. Please contact the school for more information. Please click the link to view our latest Ofsted Report.,"Holmes House Avenue, Wigan, WN3 6EE, 01942 223544, 01942 222634",N/A,N/A,N/A
St Benedict's Catholic Primary School - Breakfast & After School Club,N/A,Breakfast Club - starts at 7:30am for children who attend the school.  Members of staff serve the children with a variety of healthy choice breakfasts and drinks. The children also have a chance to play with their friends before the start of the school day.  After…,"Abbott Street, Hindley, Wigan, WN2 3DG, 01942 253522",N/A,N/A,N/A
St Cuthbert's Catholic Primary School - Out of School Club,N/A,"St Cuthbert's Catholic Primary School's breakfast and after school club is for children who attend the school, for full information please contact us via the details below.  Ofsted Report","St. Cuthbert's Catholic Primary School, Thorburn Road, Pemberton, Wigan, WN5 9LW, 01942 222721",N/A,N/A,N/A
St. Bernadette's Catholic Primary School - Breakfast and After School Club,N/A,St. Bernadettes breakfast and after school club is for children who attend the school and nursery. Our Breakfast Club opens at 7:30am and runs until 8:50am when our staff will accompany the children into their class lines on the playground to start the day. On…,"St. Bernadettes RC Primary School, Church Lane, Shevington, Wigan, WN6 8BD, 01257 401125",N/A,N/A,N/A
St. Gabriel's Catholic Primary School - Breakfast Club and After School Clubs,N/A,"Breakfast Club The Breakfast Club provides a great start to the school day.  The Club offers a welcoming, friendly and safe environment for all children at St. Gabriel’s Catholic Primary School. The Breakfast Club staff work hard to foster and develop social skills, independence and…","Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. James C Of E Primary School - Breakfast Club,N/A,"St James have a breakfast club for children attending the school, for full information please contact school on the number provided.   Ofsted Report","St. James C Of E School, Tyrer Avenue, Wigan, WN3 5XE, 01942 703952",N/A,N/A,N/A
St. James' Church Of England Primary School,N/A,"Mission Statement Our mission statement is: ""Through him we learn to live abundant lives, especially reasuring the values of friendship, trust, thankfulness, respect, forgiveness, hope and courage"" About Us St James’ CofE Nursery, Pre-School and Primary School is a vibrant and happy school. The school recieved…","St. James C Of E School, Tyrer Avenue, Wigan, WN3 5XE, 01942 703952",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School,N/A,"Welcome We believe that our school is special. The relationships that we develop with our children and families safeguard the happiness and growth of each member of our school family. Our hardworking and dedicated staff work in partnership with our Parents/Carers, Vicar, Governors and the…","St. John's Mosley Common Church Of England Primary School, Commonside Road, Worsley, Manchester, M28 1AE, 0161 790 2195",N/A,N/A,N/A
St. John's Mosley Common Church of England Primary School - Out of School Care,N/A,"Essential Information We offer a breakfast club and after school club.. All clubs are staffed by members of the day care staff. Both these Breakfast Club and the After School Club are available for children aged three to eleven, and prices for both clubs can…","St. John's Mosley Common Church Of England Primary School, Commonside Road, Worsley, Manchester, M28 1AE, 0161 790 2195 option 2",N/A,N/A,N/A
St. Joseph's Catholic Primary School,N/A,"Welcome It is a privilege for me to be able to welcome you and your family to St Joseph’s Catholic Primary School. Our School Mission statement reads ‘Love Jesus, Love Learning, Love life’ and our aim is to give your child the best education possible built on…","Mather Lane, Leigh, WN7 2PR, 01942 606395",N/A,N/A,N/A
St. Jude's Catholic Primary School,N/A,"Welcome At St Jude’s Catholic Primary School our curriculum provides opportunities for our children to ‘aspire to be more’ in an environment that is underpinned by our mission statement, “Together, We Learn, Love and Grow with Jesus.” Regardless of starting points, we ensure all children…","St. Judes Catholic Primary School, Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091",N/A,N/A,N/A
St. Jude's Catholic Primary School – Wraparound Care,N/A,"St. Jude's Catholic Primary School provides a Breakfast and After School Club for children attending the school, for full information please call 01942 204091 or pop in to speak to the school office. Link to Our Town School page: Link. Link to Our Town Preschool…","Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091 (option 2)",N/A,N/A,N/A
St. Luke's Church of England Primary School,N/A,"Welcome St. Luke’s Church of England Primary School is a voluntary aided school in the Diocese of Liverpool. We are a happy, caring school which celebrates and ensures that every child is valued as an individual. The partnership between home and school is vital in…","Church Lane, Lowton, Warrington, Cheshire, WA3 2PW, 01942 201140",N/A,N/A,N/A
St. Marie's Before & After School Club,Monday - Friday 7:30am to 6:00pm,There has been Pre-school provision at St Marie’s for over 13 years. All children from the age of 3 are very welcome and the experienced  staff aim to help all children achieve their potential. Structured play activities are carefully planned and prepared so that all…,"St. Marie's Catholic Primary School, Avondale Street, Standish, Wigan, WN6 0LF, 01257 422975",N/A,N/A,N/A
St. Marie's Catholic Primary,N/A,"Welcome to St. Marie's Our Mission is to be a Christian School where all can grow in faith, showing love, care and respect for each other as members of God's family. St Marie's is at the heart of the community in Standish. We are a…","Avondale Street, Standish, Wigan, Lancashire, WN6 0LF, 01257 422975",N/A,N/A,N/A
St. Mark's Church of England Primary School,N/A,"Welcome St. Mark's has a long history in our community, being established for over a centruy and enjoys strong links with our Church which is situated close by. From September 2015, St. Mark's became part of a 'hard federation' with Atherton St. George's Church of…","St. Mark's Church of England Junior School, Alexandra Street, Wigan, WN5 9DS, 01942 748618",N/A,N/A,N/A
St. Mark's Church of England Primary School - Breakfast Club and After School Care,N/A,"St. Mark's Church of England Primary School offers a 'FREE' breakfast club provision for all children from Reception class to Year 6.  We are very lucky to be sponsored by Agrial Fresh through The Greggs Foundation, which enables us to provide plenty of healthy breakfast…","St. Mark's Church of England Primary School, Alexandra Street, Newtown, Wigan, WN5 9DS, 01942 748618",N/A,N/A,N/A
St. Michael's Church of England Primary School,N/A,"School Aims All children are entitled to a high quality education which will enhance their self-esteem, skills, knowledge, understanding and which prepares them for their future lives.  We believe children learn best in an environment in which they feel safe, cared for and are well…","Leigh Road, Atherton, Manchester, M46 0PA, 01942 883118",N/A,N/A,N/A
St. Michael's Church of England Primary School - Breakfast Club,N/A,"Essential Information St. Michael's Church of England Primary School has a Breakfast Club which is run by our teaching assistants, under the guidance of the school. Mrs D. Roberts, is Breakfast Club Lead, with the assistance of Mrs D. McCall and Mrs S. Ashton, Mr…","Leigh Road, Atherton, Manchester, M46 0PA, 01942 883118",N/A,N/A,N/A
St. Oswald's Catholic Primary School,N/A,"Welcome to St. Oswald's Catholic Primary School “We are a learning community promoting the Gospel values of mutual trust, care and respect”. We aim to provide a happy school firmly rooted in the example and teachings of Jesus Christ in which we, the children, parents,…","Council Avenue, Ashton-in-Makerfield, Wigan, Lancashire, WN4 9AZ, 01942 724820",N/A,N/A,N/A
St. Patrick's Catholic Primary School - Out of School Club,N/A,"St. Patrick's Catholic Primary School Out of School Club is for children attending the school We offer childcare before school, after school and during the holidays for children aged 3-11 years Breakfast Club is open from 7:30am until school time. The cost is £4.50 and…","St. Patricks Primary School, Hardybutts, Wigan, WN1 3RZ, 01942 244361, 01942 244363",N/A,N/A,N/A
St. Richard's Roman Catholic Primary School - Breakfast and After School Club,N/A,"Essential Information: Breakfast Club is free of charge to all pupils, open from 8:00am-8:45am Monday-Friday and After School Club is open from 3:15pm-5:15pm at the cost of £8 per child per day which is required to be booked and paid for a half term in…","Flapper Fold Lane, Atherton, Manchester, M46 0HA, 01942 882980",N/A,N/A,N/A
St. Stephen's Church of England Primary School - Astley - Breakfast Club,N/A,St. Stephen's Breakfast Club is for children attending the school.  Please visit their website for more information. Link to our main Our Town Directory page: Link. Ofsted Report,"Manchester Road, Astley, Manchester, M29 7BT, 01942 882412",N/A,N/A,N/A
St. Thomas Church of England Primary School - Leigh - Breakfast Club,N/A,St. Thomas Church of England Primary School - Breakfast Club is for children who are attending the school only.  Please contact them for more information. Link to Our Town Directory page: Link.,"St. Thomas Church of England Primary School, Astley Street, Leigh, Lancashire, WN7 2AS, 01942 672730",N/A,N/A,N/A
St. Wilfrid's Catholic Primary School - Ashton - Breakfast & Out of School Club,N/A,We provide after school care for children aged 3 –11 years old based at St. Wilfrid’s Primary School.  We are committed to providing quality childcare in a rich and stimulating environment where children will feel safe and secure in order that they can develop and…,"Golborne Road, Ashton-in-Makerfield, Wigan, Manchester, WN4 8SJ, 01942 707101 School Number, 07562 626795 Mobile Number",N/A,N/A,N/A
Standish Kids Club,N/A,Standish kids club is an Ofsted registered before and after school club based at St Wilfrid’s Parish Hall in Standish. We serve St Wilfrid’s and Wood Fold primary schools. Breakfast club is 7:30am - 9:00am and after school club is 3:00pm - 6:00pm. Children walk…,"St Wilfrid's Parish Hall, Church Street, Standish, Wigan, Lancashire, WN6 0JT",N/A,N/A,N/A
Standish St. Wilfrid's CE Primary Schools Breakfast and After School Club,N/A,St. Wilfrid's breakfast and after school club is for children attending our school.  It is a fantastic opportunity for children to come together and take part in a wide range of activities at the Academy.   Kidz Klub is the name of our highly…,"St. Wilfrids C Of E Primary Academy, Rectory Lane, Standish, Wigan, WN6 0XB, 01257 423992, 01257 423714",N/A,N/A,N/A
Storytimes Private Day Nursery And Pre-School- After School and Holiday Care,N/A,N/A,"332, Hamilton Street, Atherton, Manchester, M46 0BE, 01942 888616",N/A,N/A,N/A
Sunbeams Day Nursery - After School Club,N/A,"Sunbeams Atherton is situated close to Atherton's town centre with great public transport and motorway links. We have recently had a full internal and external refurbishment, to create a warm, friendly, safe and welcoming learning environment for our children to have the best possible start in…","Manor House, 23, Bolton Old Road, Atherton, Manchester, M46 9DF, 0800 307 0155",N/A,N/A,N/A
Sunrise & Sunset Clubs at Atherton Sacred Heart Primary School,N/A,"Our Sunrise Clubs and Sunset Clubs (After-School Clubs) are available every day, which children from all years groups are welcome to attend. Sunrise breakfast club is open 7:30am-8:30am. Sunset club is open from the end of the school day until 6:00pm. Morning Activity Club - Get ready for the…","Lodge Lane, Manchester, M46 9BN, 01942 883429",N/A,N/A,N/A
Trinity - Before & After School Club,N/A,"It is intended to provide secure care and social interaction before and after school session times.  Trinity is available to any child who currently attends Highfield St. Matthew’s CE Primary School, Reception to Y6 providing there are places available. All staff are fully qualified, experienced…","Highfield St Matthew's CE Primary School, Billinge Road, Highfield, Wigan, Lancashire, WN3 6BL, 01942 747818 ext 2",N/A,N/A,N/A
Twinkle Toes @ St Mary's - Breakfast and Afterschool Club,N/A,Breakfast club can be used as a drop-in and no booking is required for this. Booking is required for after-school club. Places are allocated on a first come first served basis and places will not be held. We are open 38 weeks of the year.…,"Wright Street, Platt Bridge, Wigan, WN2 3UQ, 01942 557572",N/A,N/A,N/A
Tyldesley Primary School Out of School Club,N/A,"Our before and after-school Club provides a fun, stimulating, safe environment for your child and it is available to children from Nursery to Year 6. We aim to: Provide a childcare facility that meets the needs of parents/carers. Provide a happy, welcoming, safe and secure…","Ennerdale Road, Tyldesley, Manchester, M29 7PY, 01942 882870",N/A,N/A,N/A
Westleigh St Paul's CE Primary - Breakfast Club,N/A,"On mornings that your child attends breakfast club, please come through the main office and a member of staff will let you in. This must be paid for in advance through Parentpay. We do not accept cash. Every morning your child will receive a breakfast…","School Street, Leigh, LEIGH, LANCASHIRE, WN7 5JN, 01942 672611",N/A,N/A,N/A
Woodfield Primary School,Open Monday to Friday 7:30am until 5:30pm,Woodfield Primary School is a Local Authority Primary School catering for pupils in the 4-11 years age range. We are expecting to have 210 pupils on role in September 2023 as we are able to admit 30 children per year group. Our school building was…,"Wigan Lane, Wigan, WIGAN, LANCASHIRE, WN1 2NT, 01942 243675",N/A,N/A,N/A
Worsley Mesnes Community Primary School Out-of-School Care,N/A,"Worsley Mesnes has a breakfast club that is run by school staff which provides a reliable, high quality and consistent service. We provide a variety of after-school clubs until 4:30pm which provide extra curricular activities for children in sports, music and the arts.  Please contact…","Clifton Street, Worsley Mesnes, Wigan, WN3 5HN, 01942 776457",N/A,N/A,N/A
