Title,Schedule,Description,Location,Phone,Email,Website
Newton Westpark Nursery,N/A,"Here at Newton Westpark Nursery, we pride ourselves on building fantastic relationships with children and their parents/carers. This also has a positive impact on children’s learning when we all work together to support each other. We have a large room, which is separated into 2…","Shelley Street, Leigh, Wigan, WN7 5EX, 01942 606834 ext 2",N/A,N/A,N/A
Over The Rainbow Nursery,N/A,"Our Nursery underwent new ownership in January 2015. The nursery is operated by a family team of directors. Our setting opens daily from 7.30am till 6.00pm for 51 weeks of the year, closing on public bank holidays and during the Christmas break. Our aim is to offer a highly professional…","40, Violet Street, Ashton In Makerfield, Wigan, Greater Manchester, WN4 9EE, 01942 714222 / 01942 719380",N/A,N/A,N/A
Partou Little Acorns Day Nursery & Pre-School,N/A,"Little Acorns Private Day Nursery provides exceptionally high-quality childcare for children from 6 weeks to five-years-old. The nursery is set in a lovely Victorian property, we have a homely feeling. We have been caring for children in Atherton since 1987, we are located on Bolton…","279, Bolton Road, Atherton, Manchester, Lancashire, M46 9HG, 01942 896102",N/A,N/A,N/A
PlayPals Nursery (St John's C of E Abram),N/A,We are a Pre-school setting based within St John's C of E Primary School Abram. We operate from 8:45am till 3:15pm. We have morning and afternoon sessions available as well as full days. Our Out of School Club provision is also available to nursery children…,"St John's C of E Primary School, Simpkin Street, Abram, Wigan, Lancashire, WN2 5QE, 07432854591, 01942 704365 extension 4",N/A,N/A,N/A
Pre-school at Shevington Vale Primary School,N/A,Section 27 Pre-school based at Shevington Vale Primary School.  Pre-School at Shevington Vale accepts children the term after their 2nd birthday - we have funded spaces available.,"Shevington Vale Primary School, Runshaw Avenue, Appley Bridge, WIGAN, Greater Manchester, WN6 9JP, School office - 01257253559",N/A,N/A,N/A
Sacred Heart Catholic Primary School Nursery,N/A,"Sacred Heart Nursery is situated at the heart of the community, with strong links to Sacred Heart Parish in Springfield. At Sacred Heart we aim to provide a fun, safe, challenging, rich and broad educational environment that enables each child to thrive and become well-rounded,…","Springfield Road, Springfield, WIGAN, LANCASHIRE, WN6 7RH, 01942 231478",N/A,N/A,N/A
St William's Catholic Primary School Nursery,N/A,"""If you can dream it, you can achieve it!"" (Children's Motto) We have a 26 place Nursery for three and four-year-old children on the school site. Our Nursery is part of our Early Years Department and is run by an experienced Nursery teacher. We are…","Ince Green Lane, Ince, Wigan, Greater Manchester, WN2 2DG, 01942 235782",N/A,N/A,N/A
St. Gabriel's Catholic Primary School,N/A,"About St. Gabriel’s Catholic Primary School On behalf of the children, staff and Governors, I would like to offer a very warm welcome to St Gabriel’s Catholic Primary School, serving the community of Higher Folds. We are a Voluntary Aided, 1.5 form entry school with…","St. Gabriel's Catholic Primary School, Queensway, Leigh, WN7 2XG, 01942 769712",N/A,N/A,N/A
St. George's Central Church of England Primary School and Nursery,N/A,Headteacher's Welcome I would like to take this opportunity to welcome you to St. George’s Central CE Primary School and Nursery. We are an above average sized Church of England Primary School with a teacher led nursery for 3 and 4 year olds on our…,"St. George's Central CE Primary School, Darlington Street, Tyldesley, Manchester, M29 8DH, 01942 883773",N/A,N/A,N/A
St. John's C.E Preschool Partnership,N/A,We are a pre-school nursery situated with St John's Primary School.,"Church St, Pemberton, WIGAN, Lancashire, WN5 0DT, 01942 214580",N/A,N/A,N/A
St. John's Church of England Primary School,N/A,"About Us Thank you for taking an interest in St. John's C.E.  We are a school family in Pemberton that aims to 'Love one another as God loves us'.  Our main aims are to help our children to become motivated, have a positive attitude and…","Church Street, Pemberton, Wigan, WN5 0DT, (01942) 222133",N/A,N/A,N/A
St. Jude's Catholic Primary School - Preschool,N/A,"Our Preschool offers 15 and 30 hour funded places with flexibility to suit your family needs.    St Jude’s Preschool caters for children from the age of 3. Our children are cared for by our Early Years team, including a fully qualified teacher who plans and delivers exciting activities…","St. Jude's Primary School, Worsley Mesnes Drive, Worsley Mesnes, Wigan, Lancashire, WN3 5AN, 01942 204091",N/A,N/A,N/A
Standish St. Wilfrid's CE Primary School Nursery,N/A,"The Nursery is divided into areas which each have a specific focus. These include: role play, creative area, music area, maths area and ICT. The children access these according to their own interests and staff support them through free and structured play activities. Our staff…","Rectory Lane, Standish, WIGAN, LANCASHIRE, WN6 0XB, 01257 423992, 01257 423714",N/A,N/A,N/A
"Starbrite Nursery, Lowton",N/A,"At Starbrite Nursery, safeguarding is paramount and all staff are Paediatric First Aid trained. Children learn through a combination of free play, adult led and focused activities. Each child is allocated a key person who supports and oversee's their development, but all staff engage with…","Laburnum Road, Lowton, Warrington, Cheshire, WA3 2NL, 01942 601180",N/A,N/A,N/A
Twinkle Toes @ St Mary's,N/A,"We treat children as individuals and supply a wide range of activities to encourage their development, which will enable them to attain their potential with the help and guidance of our highly qualified staff. Our nursery is set up as an open plan area, allowing…","C/O St Marys CE Primary School, Wright Street, Platt Bridge, Wigan, WN2 3UQ, 01942 557572",N/A,N/A,N/A
Vicarage Road Playgroup,N/A,"We are a nursery located in a large portacabin in front of Abram Community Centre. We have a large playroom with areas such as construction, maths, creative, messy, reading, listening, music, home corner, sand and water, small world, ict, heuristic, mark making which children can…","Abram Community Center, Vicarage Road, Abram, Wigan, Lancashire, WN2 5QX, 07704623115",N/A,N/A,N/A
Whitley Pre-School Playgroup LTD,N/A,The pre-school room and large outside area are both well-equipped and are all on one level for easy access. The toileting and wash areas are directly off the main pre-school room. The manager is highly qualified - BA Hons in Early Childhood Studies and has…,"Spencer Road, Whitley, Wigan, Greater Manchester, WN1 2QR, 07745873043",N/A,N/A,N/A
