Title,Schedule,Description,Location,Phone,Email,Website
Cosmos Walking Football (Over 35's),Monday's,"Walking Football is a slow paced, non-contact version of the beautiful game aimed at the over 35's, designed to help you keep an active lifestyle irrespective of your age, as well as getting you back to playing football... Cosmos Walking Football allows you to get…","Moss Lane, Platt Bridge, Wigan, Lancashire, WN2 3TJ",N/A,N/A,N/A
Creative Mindfulness for Dementia Course,TBC,"Are you or someone you care for living with a Dementia diagnosis? Would you like to live well with this disease, sooth your mind & body and have some fun? The first Creative Mindfulness for Dementia Course in 2023, based on the renowned Breathworks Mindfulness…","1, Kirby Road, Leigh, Greater Manchester, WN7 4EF",N/A,N/A,N/A
Crossroads Carers Support Group,10.30am - 1pm,"Crossroads Carers Support GroupCoffee Mornings 11am - 1pm Kingsleigh Methodist Church Hall73 King Street, WN7 4LR What can you expect?* A friendly welcome on arrival* Opportunity to get to know other carers and share ideas.* A munch needed break from your caring role.* Entertainment, quiz…","73, King Street, Leigh, Wigan, Greater Manchester, WN7 4LR",N/A,N/A,N/A
Daisy Chain Stitchers,Tuesdays (weekly),"Meeting every Tuesday afternoon 1pm - 3pm at Clifton Street Community Centre. We offer traditional needlework including crochet, knitting, embroidery and work on individual and collaborative pieces.","Clifton Street, Wigan, Greater Manchester, WN3 5HN",N/A,N/A,N/A
Dementia Buddy,N/A,"We organise and run Coffee Mornings, Luncheon Clubs, Social Evenets, Information Forums for people with dementia and also all other conditions that make them feel, vulnerable, lonely, isolated and alone",N/A,N/A,N/A,N/A
Diamond Community Support Centre CIC,Every weekday except Thursday,"We are open 10:30am-3pm every weekday except Thursday.  We have a £1 pre-owned clothes shop and a donation based cafe where you can get a light lunch or snack.  We also run a food service along with a bank of things, providing essential household items…","16 Eastwell road, Grey rd, Ashton-in-Makerfield, Wigan, Gtr manchester, WN4 9QW",N/A,N/A,N/A
DIAS Domestic Violence Centre,"The DIAS Drop In Centre is open Monday, Tuesday and Thursday between 8am-3pm.","DIAS Drop In Centre is open on Monday, Tuesday and Thursday between 8am - 3pm. DIAS works with women and men who are experiencing or recovering from domestic violence and abusive relationships, and helps them to regain control of the situation. We are dedicated to…","38 Rodney House, King Street, Wigan, WN1 1BT",N/A,N/A,N/A
Embrace Gaming Group,Mondays 12.30 - 2pm,"Member play board games, play on games consoles and discuss sports.","Platt Bridge Community Zone, 81 Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 233323",N/A,N/A,N/A
Embrace Gardening Group,Thursdays 11 - 1pm,Join us gardening and planting in our community garden and allotment.  The space has a polytunnel and is accessible.,"Platt Bridge Community Zone, 81 Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 233323",N/A,N/A,N/A
Fabulous at Phonics!,"Availability weekdays, evenings and weekends","Fabulous at Phonics helps your child become a confident reader and writer. Our 1:1 tuition is through monthly subscription boxes, online or face-to-face lessons & can help you prepare your child for school & their ongoing learning journey through the Early Years Foundation Stage, Key…","Hindley, WN2 2SW, 07539008293",N/A,N/A,N/A
Forget Me Not Friends,N/A,"We are a Dementia-Friendly Community Group, meeting on the fourth Saturday of the month between 10 a.m. and 12 noon at the Broadmead Day Centre on Golborne Road, Lowton WA3 2EBWe welcome anyone to join us for a cuppa, a chat, a bite to eat…",N/A,N/A,N/A,N/A
Free Arts and Crafts Wellbeing Sessions,Tuesdays from 9th April 2024 at 12 PM,Our Mission at Craftopia is to improve mental health and wellbeing through arts and crafts. We are running weekly wellbeing sessions for adults who may be struggling with their mental health and wellbeing and/or social isolation. Research shows that engaging in arts and crafts can…,Atherton,N/A,N/A,N/A
Friends of Hindley Cemetery,N/A,"Community group based in Hindley Cemetery, looking after the chapel and hoping to open it to the community in the near future.","Castle Hill Road, Hindley, WN2 4BU",N/A,N/A,N/A
Friends of Standish Recreation Ground,N/A,"The Friends of Standish Recreation Ground are a voluntary group set up to help protect and care for the recreation ground on Southlands Avenue, Standish, known locally as ""The Rec"".  The aims of the group include: Helping maintain and improve the Rec, Encouraging the use…",N/A,N/A,N/A,N/A
Friends of Stockley Park,N/A,"The Friends of Stockley Park are a small volunteer group who are passionate about looking after our local park. We work in partnership with Wigan Council to maintain and enhance our park, and continue to develop it to meet the needs of the community. Our…","Stockley Drive, Appley Bridge, Wigan",N/A,N/A,N/A
Funday Monday - Leigh (Term Time Only),Monday's 3.30-4.30pm,Offering opportunities to access a range of activites as well as meeting new friends! For 0-8 years. Monday's 3.30-4.30pm. No need to book just turn up.,"Windermere Road, Leigh, WN7 1UY, 01942 777705",N/A,N/A,N/A
Fur Clemt,N/A,"Fur Clemt is part of the global 'Real Junk Food' movement. Our organisation is dedicated to reducing edible wasted food reaching landfil, by collecting it from suppliers and making it available to the community through its cafes, food outlets and food sharing system. Did you…","Central Park, Montrose Avenue, Wigan, WN5 9XL",N/A,N/A,N/A
Game On! - Westleigh - (Term Time Only),Friday 3.30-4.30pm,Great way to have some fun before the weekend starts! Friday's 3.30-4.30pm 4-8 years Drop In,"Westleigh Lane, WN7 5NJ",N/A,N/A,N/A
Garswood Hall Bowling and Community Club,N/A,"Community Coffee mornings: Tuesdays 10am-12pm. Bowl and Plate sessions are an opportunity to meet new people, get involved in various activities and enjoy a nutritious meal: Fridays 11am-2pm. Our sessions are volunteer led, we are always on the lookout for volunteers as well as attendees.…","Nicol Road, Bryn, WN4 8LU",N/A,N/A,N/A
Give it a Grow Wigan,Every other Wednesday & Last Sunday of the Month,"Join us for gardening together sessions three times a month at St Anne's Community Garden in Beech Hill, where everyone is welcome. We host sessions every other Wednesday from 10 am and the last Sunday of the month from 12 pm. These sessions are always…","152 Beech Hill Ave, Wigan, Greater Manchester, WN6 7TA",N/A,N/A,N/A
Golborne in Bloom,Thursdays and Saturdays,"We meet Thursdays and Saturdays 9am-12pm at Golborne library (weather permitting). We are a group of volunteers maintaining 6 pocket gardens in Golborne Centre including the heritage site known as Peter Kane Square, the front and rear of Golborne Library, Tanners Lane Embankment and the…","Tanners Lane, Golborne, WA3 3AW",N/A,N/A,N/A
Golborne Parkside Bowling Club,N/A,"All are welcome to join us on Tuesday evenings at 7pm. for one of our friendly and informal bowling sessions, at only £2 a session. Help and advice will be given, if needed, bowls are available too. if you are a complete novice or experienced…","Rivington Avenue, Golborne, WA3 3HG",N/A,N/A,N/A
Greenslate Community Farm,N/A,For full information and details please visit the website below.,"Greenslate Community Farm, Greenslate Lodge, Greenslate Road, Billinge, Wigan, WN5 7BG",N/A,N/A,N/A
The Hamlet at Hope School and College,N/A,"The Hamlet is a continuation of Hope School & College‘s ‘Outstanding’ Legacy provision. We offer term-time day-provision for those young people aged 19-25 with additional needs who, at the time of admission, are independently competent, working at RQF Entry Level 1 or above and aim to progress to full-time…","Three Sisters Rd, Ashton-In-Makerfield, Wigan, WN4 8DD, 01942 324196",N/A,N/A,N/A
Happy Smiles Training CIC,Mondays - Fridays from 9.30am - 3.30pm.,"Happy Smiles Training CIC is a non-profit training provider, set up with the aim of creating inclusive communities, by empowering disabled young adults to deliver awareness and inclusion training across schools, community groups, businesses and more.  In the past two years, we have delivered training to over 3500 children, young people and…","Mesnes Street, Wigan, WN1 1AR, 07917221503",N/A,N/A,N/A
Health Outreach and Inclusion Service NHS,N/A,"What we do…The Health Outreach and Inclusion Service tackles health inequalities within the most vulnerable communities in society. Our main function is to support individuals and families, particularly those from disadvantaged groups who often have difficulty accessing Services.  The Service works with vulnerable migrants, gypsies…",N/A,N/A,N/A,N/A
Helping Hands Family Support - Westleigh,Thursday 1-4pm,"for advice and support on a variety of topics including; behaviour, toileting, sleep, routine and much more!","Westleigh Lane, Leigh, WN7 5NJ",N/A,N/A,N/A
Higher Folds Community Centre,N/A,"We exist to promote the physical, social, cultural and economic betterment of the Higher Folds Estate and surrounding areas. Grocery Everyone is welcome at Higher Folds Food Grocery. No membership required Little Library Kerry's Corner is Higher Folds very own 'Little Library.' Available for everyone…","Stirling Close, Leigh, LEIGH, LANCASHIRE, WN7 2UB",N/A,N/A,N/A
Highfield Grange Football Club,N/A,Please visit Highfield Grange Football Club Facebook page for information and contact details.,"WIGAN, WN3 6BL",N/A,N/A,N/A
Home Care Services | Domiciliary Care Provider,Mon – Fri : 9 a.m. – 5 p.m. ( *closed weekends ),"Third Hand CareDelivering Outstanding Home CareProviding Exceptional Home Care Services for Your Loved Ones: Trustworthy, Compassionate, and Reliable. Trustworthy Care ServicesProviding Peace of Mind and Dependability for You and Your Family.Compassionate ServicesCaring for Your Loved Ones with Kindness, Empathy, and Respect.Reliable Home Care ServicesAlways There…","Farnham, Farnham, Surrey, GU9 7SX",N/A,N/A,N/A
JEDS' Pantry,Tuesday Mornings,JEDS'  pantry is one of several food pantries organised and developed by Church Wigan. We save food from going to landfill and wish to offer dignity of choice for anyone to choose from what we have available. We are open on Tuesdays from 9.00am until…,"St Stephen's Church, Balcarres Avenue, Whelley, Wigan, Gtr Manchester, WN1 3UP",N/A,N/A,N/A
Just BU,N/A,"Our service supports and encourages even the shyest of people to get out there, and Just Be You. Just BU can help with: Develop Your Independence Gain Work Experience Get Qualified Get Involved with the Community Have Fun For more information on all the above…","Hindsford House, Printshop Lane, Atherton, Manchester, M46 9BJ",N/A,N/A,N/A
Lancashire Mining Museum,N/A,"On the edge of Chat Moss, in an area once full of collieries, lies the picturesque village of Astley Green. In the heart of the village stands Astley Green Colliery Museum which houses Lancashire's only surviving headgear and engine house, both of which now have…","Astley Green Colliery Museum, Tyldesley, MANCHESTER, M29 7JB, 01942 895841",N/A,N/A,N/A
Latics Extra Time Hub,N/A,"Extra time provides activity session for those over 55 in the wigan borough to reduce isolation and improve overall well-being . Each session varies with activity to suit all abilities and tastes, from table tennis, dominoes, quizzes to seated Tia chi, dance walking football and…",N/A,N/A,N/A,N/A
Leigh & District u3a,N/A,"Looking for something to do now you’re no longer working full time?    We have lots of different groups for anyone no longer in full time employment; we also have days out, social events and parties. Come and meet new people and enjoy yourself! Leigh…",07850198666,N/A,N/A,N/A
Leigh Community Choir,Wednesday at 7.30pm,Community Choir singing mostly acapella in 4 voice parts,"Above Leigh Library, Civic Square, Leigh, Lancashire, WN7 1EB",N/A,N/A,N/A
Leigh Dementia Carers Support Group,Meetings 1st Friday each month - Pensioner's Link,"We are a mutual support group for people with dementia. It is an opportunity to meet and talk to others who fully understand, because they are in the same situation. Attending meetings is a respite opportunity and a time to discuss any immediate concerns. Caring…",N/A,N/A,N/A,N/A
Leigh Spinners Mill,N/A,"Leigh Spinners Mill is a former cotton mill in Leigh. It has been repurposed as an arts and community heritage centre, with lots of independent businesses residing inside. There are 4 floors of businesses, including sports facilities, a retail and enterprise floor, the only computer…","Leigh Spinners Mill, Park Lane, Leigh, Lancashire, WN7 2LB",N/A,N/A,N/A
Leigh Youth Hub,Monday 07:30 - 20:15 Tuesday 07:30 - 21:00 Wednesday 07:30 - 18:00 Thursday 07:30 - 20:30 Friday 07:30 - 20:30 Saturday 07:30 - 14:00,"What is Leigh Youth Hub Leigh Youth hub was created by young people for young people. Since opening in October 2022, Leigh Youth Hub has offered young people the opportunity to learn new skills, make new friends and access the support they need. 'Leigh Youth…","The Hub, Sale way, Leigh, WN7 4JY",N/A,N/A,N/A
Leisure for All,Term time: Mon-Fri evenings / Sat and Sun once a fortnight. School Holidays: Mon-Fri daytime sessions and activities.,"Leisure for All provides a safe, secure environment in a specialist Children's Centre.  Children and young people aged 5-19 years receive high quality, interesting and exciting short breaks in their leisure time. Leisure for All offers regular term time weekly groups, fortnightly weekend groups and…",N/A,N/A,N/A,N/A
Let's Move With Your Baby - Leigh (Term Time Only),Wednesday 11:00-11:45am,A session dedicated to supporting the physical development of babies through a rang of fun activities for ages 6 -14 months.,"Market Street, Leigh, Golborne, WN7 1EB, 01942777705",N/A,N/A,N/A
Lets Talk with your Baby - Leigh (Term Time),Monday's 1.15-2.15pm,"Helping your baby to develop their communication skills. Lots of exciting things to do including messy play, tummy time, water play, twinkle lights and making footprints. Meet with other parents, share ideas and support","Windermere Road, Leigh, WN7 1UY, 01942777705",N/A,N/A,N/A
Lil Explorers - Exploring The World 0-5 years - Golborne (Term Time Only),Monday 10.00-11.00am,An amazing new drop in session tailored to offer those real life experiences through play and learning! For 0-5 years. (Playing with real food resources / things found outside) Followed by weekly themes to cater to networking with other services and learning about what is…,"8, Silcock Street, Golborne, WA3 3NN",N/A,N/A,N/A
Living Faith Church,Sunday at 11am,"Living Faith Church meet every Sunday at 10:30am for a service lead by Bishop Steven Lyn Evans.  This service is followed by coffees, teas and treats.  Bishop Steven also speaks on Living Faith Church Facebook Live every Wednesday at 7:30pm, follow our page for more…","25, Church Street, Orrell, Wigan, WN5 8TG",N/A,N/A,N/A
Lowton East Neighbourhood Development Forum (LENDF),N/A,LENDF is a non-political and friendly community group for residents and businesses of Lowton East,N/A,N/A,N/A,N/A
Lowton Hedgehog Rescue,N/A,Lowton Hedgehog Rescue was created in order to provide an animal welfare service for hedgehogs which are now classed as Vulnerable on the Endangered Species List for the UK.   The rescue takes in sick and injured hedgehogs from members of the public and local vets. …,"Lowton, Warrington, Cheshire, WA3 2DD",N/A,N/A,N/A
Lowton St Mary’s Community Hall,N/A,Please visit the webiste to see what activities are taking place at Lowton St Mary’s Community Hall,"77, Newton Road, Lowton, Warrington, WA3 1EL",N/A,N/A,N/A
Lowton WI,"Generally first Thursday of the month, 7.15pm, no session in January.","We hold 11 meetings a year, generally the first Thursday of the month at 7.15pm at Lowton Social Club. We have talks, demonstrations, trips, craft club and the opportunity to socialise and meet new people. The WI is open to all women, over the age…","214, Newton Road, Lowton, WA3 2AQ",N/A,N/A,N/A
Messy Monsters - Leigh (Term Time Only),Monday - 10am to 11am,Delivered by our very own volunteers. Drop In.,"Windermere Road, Leigh, WN7 1UY, 01942 260628 option 1",N/A,N/A,N/A
Mind Body Health Wellbeing CIC,Monday to Saturday,"Mind Body Health is a specialised programme that offers tailored mental and physical health services to individuals. The programme's primary goal is to provide personalised support to improve overall well-being. By employing a team of knowledgeable and certified personal trainers, MBH aims to become a…","125, Whelley Road, Wigan, WN1 3PX",N/A,N/A,N/A
Mindfulness,Tuesdays 1.30-2.30pm,"This weekly session is open to anyone. It is inclusive and the venue accessible. People with disabilities, long term health conditions and carers regularly attend and speak of the how the activity benefits their physical and mental health. Come regularly or drop in when you…","Kingsleigh Methodist Church, 73 King Street, Leigh, WN7 4LR",N/A,N/A,N/A
Moving Mayhem! - Bedford & Higher Folds (term time only),Wednesday 9.30am - 10:45am,Join us for a Wednesday morning wake up call as we get active with a range of physical activities. Fun for all the family Please note the there will be no session on Wednesday 21st March 2024.,"Stirling Close, Siddow Common, Leigh, WN7 3ET, 01942 777705",N/A,N/A,N/A
Musical Maestros - Golborne - (Term Time Only),Thursday's 1.30-2.15pm,This is the session for you! Join us for 45 minutes of adult led activities all focused around music and movement. Thursday's 1.30-2.15pm Walking + Booking Required,"Talbot Street, Golborne, WA3 3NN",N/A,N/A,N/A
Namaste Baby & Me,Monday's 10.00-1.00am,Monday's 10:00-11:00am 6 weeks - 12 months 6-8 week check needed.,"Westleigh Start Well Family Centre, Westleigh Lane, Leigh, Leigh, WN7 5NJ",N/A,N/A,N/A
The One House Community Centre,"Monday, Wednesday, Friday and Saturday mornings 9am till 12 midday","We are an entirely volunteer run Community Centre with the following activities: Monday, Wednesday, Friday and Saturday mornings, we open as Community Cafe between the hours of 0900 and 1200 (last orders for food is 1130). 1st Monday of the month, the Centre is used…","45 Haigh Road,, Aspull,, Wigan, Aspull, Wigan, Greater Manchester, WN2 1RR",N/A,N/A,N/A
Outdoor Explorers - Leigh (Term Time),Friday's 10:00-11:00am,"Join us for an outdoor adventure as we discover new places! Each one tailored to a story, craft or story. Bev from Be Well will join us on certain dates. Due to health and safety dogs are not allowed during Outdoor Sessions. Friday's 10:00-11:00am Drop…","St Helens Road, Leigh/Golborne, WN7 3UA",N/A,N/A,N/A
Party Project,"Last Tuesday of each month, always 6pm-8pm","PossAbilities and OV-Group have teamed up to host an inclusive pub night for adults with disabilities in our community. Our aim is to provide a fun and safe environment in which individuals are free to enjoy themselves. Filled with music. karaoke, games, prizes, laughter and…","14, Upper Dicconson Street, Swinley, Wigan, Greater Manchester, WN1 2DU",N/A,N/A,N/A
People First Support CIC,Open Monday to Friday 10am-4pm,People First Support CIC is a day time support service set up by the people behind Wigan & Leigh People First. We have lots of experience working alongside people with learning disabilitie. If you are looking for an alternative to traditional day services then we could be…,"1-3, Heath Street, Golborne, Greater Manchester, WA3 3BN, 01942728748",N/A,N/A,N/A
Pram Push,Drop in on Monday's between 15th April - 20th May 2024.,"Open to all ages. Get out and about with our fun, friendly guided health walks! Meet at Ince Start Well Family Centre at 9:30am.","Ince Start Well Family Centre, Charles Street, Wigan, WN2 2AL",N/A,N/A,N/A
Radio M29 C.I.C,Open all week,"Radio M29 was established by volunteers to serve the local community within the M29 postcode area and surrounding districts. If you live in Tyldesley, Astley, Atherton, Boothstown, Mosley Common, Shakerley, Leigh, Walkden or Worsley you now have your own local station broadcasting from the heart…","Unit 10, Kelmercourt House,, 102 Sale Lane, Tyldesley, Tyldesley, Greater Manchester, M29 8PZ",N/A,N/A,N/A
REACH,N/A,"REACH Background In recent years, Greater Manchester has seen a rise in Serious Youth Violence (S.Y.V.) and Child Exploitation. The problems are well described and several initiatives to minimise the risks have developed, often in isolation of the safeguarding systems that concern themselves with the…","The life Centre, Wigan, Wigan, WN1 1NJ",N/A,N/A,N/A
Read Easy,N/A,Read Easy provides free and confidential one-to-one reading coaching for adults. For enquiries ring 07823 895338.,N/A,N/A,N/A,N/A
Ready Steady Play - Golborne (Term Time Only),Thursday's 10:00-11:00am,Thursday's 10.00-11.00am 18 months+ Booking Required,"Talbot Street, Golborne, WA3 3NN",N/A,N/A,N/A
