Title,Schedule,Description,Location,Phone,Email,Website
Navigate: emotional support for parents (Scope),Monday to Friday: 9am to 8pm Saturday: 9am to 12pm,"Navigate is a national mentoring service, that provides online emotional support for parents and carers of disabled children who are finding out about their child’s additional needs.  Please visit their website provided for full information.",0808 801 0510,N/A,N/A,N/A
Papyrus Supporting your child with self harm and suicidal thoughts,N/A,"We provide confidential support and advice to young people struggling with thoughts of suicide, and anyone worried about a young person through our helpline, HOPELINEUK. We engage communities and volunteers in suicide prevention projects and deliver training programmes to individuals and groups. This includes equipping…",0800 068 41 41,N/A,N/A,N/A
Qwell,N/A,"The Greater Manchester Health and Social Partnership have commissioned Qwell.io, an instant access digital mental health support platform for all adult residents across Greater Manchester. This service provides free, safe and anonymous online mental health support whenever you need it. Anyone aged 18+ can access Qwell.io.…",07869 264771,N/A,N/A,N/A
Sensory Rooms,Monday to Friday 9 till 4pm,"Embrace have two sensory rooms at Platt Bridge Community Zone, Platt Bridge, Wigan. Our sensory rooms provide specialised equipment to support relaxation and stimulation in a quiet safe space. Space Room Explore darkness, stars and lights in our space room – includes relaxation bed, star…","Platt Bridge Community Zone, 81 Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 233323",N/A,N/A,N/A
Shout 85258,N/A,"Shout 85258 is a free, confidential, 24/7 text messaging support service for anyone who is struggling to cope. We launched publicly in May 2019 and we’ve had more than 750000 conversations with people who are anxious, stressed, depressed, suicidal or overwhelmed and who need immediate…",Text SHOUT to 85258,N/A,N/A,N/A
Silvercloud,N/A,"You can choose to use any of the programmes. They are self-help, confidential and secure. How do they work? Read through content, use tools, videos and activities to help you to feel better All information you enter is anonymous, confidential and secure Access them anytime,…",N/A,N/A,N/A,N/A
St Mary's Centre - Sexual Assault and Rape Counselling,N/A,"If you have been raped or sexually assaulted, we are here to help you. We will help you recover from both the physical and emotional effects of the assault. Please go to their website provided for help and support.",0161 276 6515,N/A,N/A,N/A
Talk First,N/A,"Mediation is a process of helping people who struggle to talk to each other about difficult things. A mediator will be involved and help you to say what you want, listen to each other and decide how to improve the situation in a way that…",01942 243620,N/A,N/A,N/A
Targeted Education Support Service,N/A,"We are specialist, qualified and experienced teachers and educational practitioners who work with schools to support children and young people (aged 4-16) when learning progress, social, emotional or mental health are causing concern. We work with every school in the borough. What we do Provide…",WN7 1SG,N/A,N/A,N/A
Therapeutic Fridays,Fridays 12.30 till 2pm,"Relaxation session for people to get tips, meditate and make art.","Platt Bridge Community Zone, 81 Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 233323",N/A,N/A,N/A
Think Wellbeing Wigan,N/A,"Think Wellbeing offers free NHS therapy for people registered with a Wigan GP with common mental health problems like anxiety or low mood, to help you change the way you feel by changing the way you think.   We can help with other problems like panic attacks, phobias and…",01942 264 051,N/A,N/A,N/A
Victim Support,N/A,"As an independent charity, we work towards a world where people affected by crime or traumatic events get the support they need and the respect they deserve. We help people feel safer and find the strength to move beyond crime. Our support is free,…",WN1 1NH,N/A,N/A,N/A
Wigan Central Neighbourhood Family Hub (The Meadows),Open Monday to Friday,"Launched on 14th October 2023, Wigan Central Family Hub is the first of seven family hub networks across the borough.  Family hubs will operate as a network of services within your neighbourhood to provide accessible and connected services and support to all families. These services…","110-116, Ridyard Street, Wigan, WN5 9RQ, 01942 488000",N/A,N/A,N/A
Wigan Wellbeing & Resilience Services,Monday to Friday 9am to 5pm,Wigan Wellbeing & Resilience has been commissioned by Wigan Council and under the umbrella of Creative Support to provide a borough wide tenancy and wellbeing support service for adults and young people with a wide range of support needs.  The support service is based in…,"Olympic House, Platt Street, Platt Bridge, Wigan, WN2 5DA",N/A,N/A,N/A
Winston’s Wish,N/A,Winston’s Wish was the UK’s first childhood bereavement charity. We have been supporting bereaved children and young people since 1992 and we continue to lead the way in providing specialist child bereavement support services across the UK. Winston’s Wish provides emotional and practical bereavement support…,N/A,N/A,N/A,N/A
Young Minds,N/A,"We’re the UK’s leading charity fighting for children and young people's mental health. We want to see a world where no young person feels alone with their mental health, and all young people get the mental health support they need, when they need it, no…",0808 802 5544,N/A,N/A,N/A
